ID	WT_r1	WT_r2	WT_r3	KO_r1	KO_r2	KO_r3	KO_rescue_r1	KO_rescue_r2	KO_rescue_r3
ENSMUSG00000081614	2.56	2.59	2.23	2.21	3.28	4.05	3.47	5.55	4.01
ENSMUSG00000081622	1.78	2.14	4.86	4.76	5.82	4.56	4.07	2.84	4.81
ENSMUSG00000081625	0.9	1.89	2.58	1.09	0.2	2.43	0.94	1.42	0.09
ENSMUSG00000081629	3.05	5.85	6.26	4.35	4.35	2.52	6.52	6.05	6.42
ENSMUSG00000081631	0.68	1.62	2.6	0.68	2.16	0.01	1.47	0	2.14
ENSMUSG00000081633	0.69	4.17	1.42	1.56	4.62	1.36	2.9	1.07	1.68
ENSMUSG00000081640	2.98	3.8	0.01	1.7	4.99	1.89	2.33	0.19	3.73
ENSMUSG00000081641	1.7	1.53	1.47	1.22	3.79	1.41	3.2	3.12	1.73
ENSMUSG00000081643	6.47	7.57	5.08	2.19	4.72	7.58	5.46	2.84	1.31
ENSMUSG00000081647	3.99	2.94	1.49	0.37	0.35	0.39	-0.31	0.35	0.39
ENSMUSG00000081648	1.06	4.17	5.63	0.37	0.05	1.02	4.04	2.42	0.16
ENSMUSG00000081650	5.35	4.63	1.32	1.88	0.81	3.13	2.19	0.81	1.56
ENSMUSG00000081651	2.92	6.07	6.28	4.32	3.78	5.91	7.39	4.04	2.75
ENSMUSG00000081656	1.74	2.77	2.18	1.4	1.37	2.89	2.64	1.47	1.52
ENSMUSG00000081657	0.92	1.56	0.31	1.08	2.1	2.17	1.61	1.11	1.54
ENSMUSG00000081661	1.94	1.36	4.63	1.48	4.78	4.32	1.35	1.71	2.13
ENSMUSG00000081662	0.96	1.56	1.08	0.26	1.06	1.96	1.74	2.22	1.32
ENSMUSG00000081664	4.75	0.57	4.09	0.4	0.57	1.07	-0.31	1.89	0.14
ENSMUSG00000081665	-0.01	0.2	0.17	5.99	4.65	4.98	-0.01	0.2	0.17
ENSMUSG00000081670	1.18	0.51	0.58	4.39	4.07	0.58	3.64	3.08	4.65
ENSMUSG00000081673	0.13	0.89	2.07	1.72	2.27	1.94	2.15	0.06	0.12
ENSMUSG00000081680	1.72	2.49	1.02	0.39	1.12	2.73	1.8	1.22	1.25
ENSMUSG00000081684	0.44	0.91	2.05	2.07	1.17	1.01	3.2	3.58	3.72
ENSMUSG00000081696	0.75	2.21	3.53	1.79	0.46	0.15	1.52	1.72	3.29
ENSMUSG00000081705	0.04	1.22	1.9	0.83	1.51	3.47	2.05	1.62	0.1
ENSMUSG00000081706	0.65	1.23	0.89	0.81	0.43	1.72	1.36	1.58	2.29
ENSMUSG00000081712	2.05	1.43	3.59	0.86	0.61	0.93	2.92	1.8	3.34
ENSMUSG00000081715	0.45	0.18	0.31	0.62	2.46	0.31	3.15	1.42	1.48
ENSMUSG00000081718	0.57	3.13	0.99	1.64	0.4	1.99	2.12	0.4	1.26
ENSMUSG00000081721	3.8	3.31	4.09	2.01	1.07	1.44	3.27	3.59	0.62
ENSMUSG00000081723	3.87	0.65	2.73	31.31	55.24	43.87	3.87	0.65	1.94
ENSMUSG00000081726	6.95	12.97	13.54	7.96	14.71	13.61	11.92	8.13	13.14
ENSMUSG00000081729	4.61	9	9.75	6.21	3.43	6.57	8.45	8.29	8.51
ENSMUSG00000081730	5.06	1.1	0.43	3.52	3.61	1.41	-0.13	0.26	4.31
ENSMUSG00000081731	2.28	5.48	0.57	4.53	9.18	4.16	3.94	2.41	7.68
ENSMUSG00000081732	4.64	4.37	11.89	3.77	5.81	4.93	7.19	8.83	4.11
ENSMUSG00000081738	0.76	1.07	1.96	0.93	2.44	2.74	2.86	0.23	1.24
ENSMUSG00000081740	2.09	0.07	0.31	1.76	1	0.31	0.75	1.08	1.67
ENSMUSG00000081745	2.61	0.17	1.18	0.16	0.17	1.12	0.16	2.29	1.47
ENSMUSG00000081748	1.07	4.67	3.39	3.71	1.79	1.2	3.1	5.28	5.45
ENSMUSG00000081751	1.93	1.65	1.95	0.61	1.11	2.72	0.61	3.52	0.04
ENSMUSG00000081752	10.16	11.31	11.93	9.94	11.54	11.28	16.05	19.21	19.01
ENSMUSG00000081758	3.89	7.51	4.82	8.7	12.26	8.74	7.25	2.35	5.88
ENSMUSG00000081761	0.88	2.61	3.31	2.56	3.5	0.49	4.11	2.5	2.81
ENSMUSG00000081769	222.96	211.31	199.57	128.31	146.83	138.92	233.37	210.33	218.45
ENSMUSG00000081775	1.74	2.31	5.57	2.86	1.69	6.69	3.36	3.12	2.06
ENSMUSG00000081783	1.35	2.16	4.98	1.52	2.75	3.9	3.6	0.4	1.04
ENSMUSG00000081787	2.09	3.04	2.54	1.02	2.03	0.35	0.25	3.29	1.7
ENSMUSG00000081788	2.33	1.92	1.11	0.69	1.4	1.05	1.85	0.36	1.37
ENSMUSG00000081792	6.77	2.39	5.58	1.76	2.86	5.22	5.08	4.03	2.72
ENSMUSG00000081793	1.87	8.61	2.62	9.76	1.92	13.85	3.36	3.28	1.09
ENSMUSG00000081797	1.02	4.48	1.19	0.33	0.14	3.11	3.25	2.22	0.14
ENSMUSG00000081798	2.5	0.13	2.08	0.42	2.07	1.95	1.15	3.28	0.01
ENSMUSG00000081800	2.08	0.95	1.18	0.97	2.4	1.12	0.84	1.33	3.65
ENSMUSG00000081801	0.41	0.07	0.48	1.35	3.09	0.48	3.06	1.16	1.82
ENSMUSG00000081805	5.68	5.92	3.3	6.35	4.98	16.45	7.7	3.96	1.91
ENSMUSG00000081809	0.91	2.39	1.05	2.56	0.75	2.03	1.55	0.75	2.69
ENSMUSG00000081816	1.25	0.25	1	2.46	0.25	3.39	-0.09	1.53	0.13
ENSMUSG00000081824	5.63	8.08	5.57	3.57	8.57	9.05	8.71	5.94	4.27
ENSMUSG00000081834	0.66	1.3	5.21	2.46	4.8	4.89	3.7	1.65	1.02
ENSMUSG00000081840	0.43	1.6	1.01	1.29	0.21	1.98	1.88	2.22	1.27
ENSMUSG00000081855	10.17	10.5	13.91	6.45	9.69	9.49	14.22	17.25	6.11
ENSMUSG00000081861	1.12	1.58	0.37	0.62	0.13	0.37	2.68	3.27	0.37
ENSMUSG00000081865	1.62	1.65	1.13	0.34	3.09	2.13	3.07	0.2	1.41
ENSMUSG00000081871	1.22	2.56	2.52	3.88	2.29	2.38	0.65	0.24	0.35
ENSMUSG00000081873	3.81	1.47	5.71	2.11	3.79	2.67	4.76	5.17	4.71
ENSMUSG00000081875	0.41	3.02	2.02	1.3	1.07	1.89	0.41	0.11	1.23
ENSMUSG00000081877	1.29	1.1	2.55	1.48	1.39	5.41	0.56	1.51	1.13
ENSMUSG00000081886	1.86	2.95	5.21	6.95	4.99	3.85	3.09	2.84	3.81
ENSMUSG00000081887	6.96	7.5	11.51	5.3	2.59	4.09	11.89	13.31	10.37
ENSMUSG00000081888	9.89	10.35	19.4	19.43	20.53	14.06	9.63	21.05	17.58
ENSMUSG00000081892	2.8	6.46	2.28	2.49	2.37	4.96	4.36	5.87	6.45
ENSMUSG00000081895	2.3	1.43	0.95	1.95	0.54	0.91	1.66	1.82	4.07
ENSMUSG00000081896	2.67	4.02	2.7	1.24	2.18	3.35	2	1.22	1.16
ENSMUSG00000081907	2.44	4.03	2.66	2.88	4.31	4.4	3.72	3.43	3.13
ENSMUSG00000081921	1.38	0.45	0.83	0.13	0.45	0.77	0.8	3.73	2.42
ENSMUSG00000081929	10.26	11.2	10.86	9.24	13.44	15.08	12.5	10.82	17.53
ENSMUSG00000081930	0.49	3.83	2.65	3.23	3.08	0.6	2.69	2.27	0.6
ENSMUSG00000081932	5.62	4.89	10.92	1.93	6.37	6.15	8.68	5.59	4.74
ENSMUSG00000081943	1.12	1.1	4.35	0.49	6.32	3.04	3.16	1.43	1.29
ENSMUSG00000081944	5.2	2.17	2.41	5.43	1.27	2.28	3.3	1.27	0.39
ENSMUSG00000081946	3.41	1.76	1.19	0.86	4.14	3.16	1.45	0.33	1.45
ENSMUSG00000081953	3.54	5.31	5.39	3.78	1.04	4.07	5.33	2.07	2.74
ENSMUSG00000081967	2.65	0.97	1.16	0.02	0.18	2.97	1.42	1.31	0.16
ENSMUSG00000081968	2.87	2.1	0.87	3.13	0.64	4.43	3.17	1.69	0.87
ENSMUSG00000081974	9.26	8.87	5.73	7.25	9.13	14.01	6.86	5.98	10.81
ENSMUSG00000081975	3.73	10.42	13.67	5.33	6.86	9.49	10.48	6.14	6.91
ENSMUSG00000081984	15.08	10.28	15.6	13.63	18.44	22.05	9.04	6.81	6.04
ENSMUSG00000081988	0.04	0.59	0.95	1.78	0.59	0.89	5.19	0.59	2.48
ENSMUSG00000081992	5.33	3.19	4.12	0.56	5.21	4.95	6.29	3.44	2.15
ENSMUSG00000081995	0.96	0.15	0.32	-0.22	1.24	0.32	1.03	2.51	0.32
ENSMUSG00000081996	-0.13	4.17	1.43	2.94	0.17	0.38	0.52	1.33	0.38
ENSMUSG00000081999	27.57	29.01	45.73	28.85	42.29	34.13	41.88	38.72	31.72
ENSMUSG00000082005	0.99	2.2	1.38	1.92	1.03	1.31	1.03	2.12	1.65
ENSMUSG00000082006	0.91	2.99	3.45	2	4.96	3.28	3.24	1.08	0.57
ENSMUSG00000082013	0.57	6.98	4.91	4.19	0.7	4.57	2.86	2.72	2.18
ENSMUSG00000082018	0.76	1.81	1.33	0.92	1.23	0.37	4.02	3.83	2.76
ENSMUSG00000082026	0.99	2.38	2.7	1.94	4.14	4.24	0.99	1.19	-0.05
ENSMUSG00000082028	8.8	8.51	7.23	3.88	4.45	5.01	7.36	4.73	2.88
ENSMUSG00000082029	3.99	1.6	3.75	1.09	2.16	1.94	1.86	6.04	7.72
ENSMUSG00000082031	2.34	1.07	3.55	0.25	2.49	0.09	1.73	1.45	2.23
ENSMUSG00000082032	1.66	1.79	3.53	2.76	1.26	4.15	0.94	1.36	1.06
ENSMUSG00000082035	1.66	2.59	0.36	0.6	0.12	0.36	3.73	2.49	0.36
ENSMUSG00000082039	1.33	2.3	9.17	5.95	5.29	10.89	5.21	5.71	1.27
ENSMUSG00000082043	5.11	2.04	7.03	1.27	2.64	1.77	1.13	2.83	1.22
ENSMUSG00000082044	9.72	19.14	10.85	17.19	10.24	20.27	16.06	10.96	11.96
ENSMUSG00000082052	3.43	1.4	3.5	2.32	1.69	1.81	2.02	3.06	7.21
ENSMUSG00000082058	1.21	1.69	2.67	1.4	2.2	1.64	0.47	0.14	1.07
ENSMUSG00000082061	1.46	0.58	3.19	1.66	2.93	3.73	2.31	1.86	0.11
ENSMUSG00000082062	8.75	5.31	7.62	5.21	8.76	9.1	6.69	9.45	8.33
ENSMUSG00000082064	0.73	1.96	2.66	1.49	2.44	2.46	2.67	0.48	2.1
ENSMUSG00000082072	3.54	1.19	2.99	1.19	2.55	3.72	3.74	3.92	3.69
ENSMUSG00000082076	0.61	0.79	2.57	0.61	2.27	3.17	1.4	1.18	0.14
ENSMUSG00000082085	0.21	0.61	1.71	0.21	2.84	0.64	2.68	0.61	2.19
ENSMUSG00000082088	29.83	43.71	45.38	39.09	31.52	40.13	56.32	53.55	47.14
ENSMUSG00000082100	0.87	0.75	0.3	0.16	0.06	1.35	3.16	5.04	0.3
ENSMUSG00000082101	1.44	0.72	5.1	0.68	0.72	3.37	1.48	0.72	0.79
ENSMUSG00000082107	1.01	1.69	1.84	1.19	1.15	1.73	1.05	0.08	0.06
ENSMUSG00000082108	1.25	3	0.27	-0.11	0.08	2.23	0.62	1.14	0.27
ENSMUSG00000082109	0.09	1.67	1.14	1.65	0.09	1.08	1.4	1.23	1.39
ENSMUSG00000082116	7.2	4.35	3.83	5.12	3.46	5.81	10.96	6.51	7.17
ENSMUSG00000082120	5	8.37	6.94	2.64	5.8	8.35	7.46	1.8	3.73
ENSMUSG00000082121	2.14	3.73	4.14	2.52	0.9	2.3	3	1.92	4.09
ENSMUSG00000082141	2.46	0.45	3.48	0.05	0.45	0.47	1.3	3.81	0.47
ENSMUSG00000082143	2.85	5.94	3.97	2.59	3.93	3.76	5.88	4.28	3.39
ENSMUSG00000082145	4.11	6.77	10.08	4.32	3.06	4.95	5.02	4.49	4.01
ENSMUSG00000082148	2.53	2.79	1.92	1.5	4.74	3.81	5.17	3.04	2.16
ENSMUSG00000082151	7.25	10.25	12.39	6.55	11.3	15.63	5.14	7.53	5.73
ENSMUSG00000082154	0.4	0.27	0.2	2.39	0.27	0.2	0.44	2.67	0.2
ENSMUSG00000082163	17.64	14.69	10.79	13.82	8	13.25	23.85	11.69	18.52
ENSMUSG00000082165	4.68	4.14	4.94	1.72	3.22	1.32	2.94	3.53	3.79
ENSMUSG00000082171	2.85	3.56	3.81	5.16	4.71	3.59	2.24	1.32	6.74
ENSMUSG00000082174	1.65	1.91	3.06	3.01	6.61	7.11	2.56	1.47	1.47
ENSMUSG00000082175	1.23	2.57	3.69	3.12	1.95	8.49	1.23	0.74	1.75
ENSMUSG00000082177	1.36	2.41	3.53	0.6	-0.09	0.12	1.4	1.11	0.12
ENSMUSG00000082179	1.53	2.63	1.25	6.35	5.6	5.16	0.98	1.36	1.51
ENSMUSG00000082180	1.34	2.22	0.21	1.53	1.94	0.21	0.59	2.12	3.47
ENSMUSG00000082185	2.13	1.97	3.6	2.53	1.4	4.95	2.22	2.72	4.38
ENSMUSG00000082186	11.76	5.21	16.04	6.32	17.26	16.92	17.76	11.65	8.76
ENSMUSG00000082190	2.51	1.87	1.84	1.99	7.27	6.35	1.85	1.46	4.76
ENSMUSG00000082192	4.63	4.51	7.79	2.88	3.76	4.52	4.86	8.26	5.99
ENSMUSG00000082193	1.43	0.86	2.15	3.14	2.33	2.02	0.31	1.25	0.07
ENSMUSG00000082199	1.91	-0.09	0.16	0.45	2.12	0.16	1.23	2.31	1.23
ENSMUSG00000082204	0.53	0.96	2.09	1.64	1.21	1.98	1.35	2.43	0.25
ENSMUSG00000082209	50.93	40.68	60.92	35.21	57.29	45.73	46.95	46.85	68.25
ENSMUSG00000082218	0.21	0.17	0.94	1.92	1.23	-0.01	1.64	2.46	1.17
ENSMUSG00000082235	3.62	3.34	7.11	3.67	3.05	3.57	2.34	4.47	3.54
ENSMUSG00000082239	1	0.6	8.88	3.85	5.22	4.51	1.79	0.6	0.93
ENSMUSG00000082246	1.16	0.33	1.76	1.35	0.33	0.65	1.2	3.33	0.96
ENSMUSG00000082247	0.8	0.91	3.47	1.93	1.21	0.26	0.85	1.33	0.26
ENSMUSG00000082254	1.16	1.97	4.79	5.01	3.46	8.98	2.75	1.06	1
ENSMUSG00000082255	2.11	0.85	1.91	1.57	4.2	4.35	0.62	1.19	1.22
ENSMUSG00000082263	1.82	0.69	0.36	3.91	4.68	2.4	0.47	4.06	3.05
ENSMUSG00000082264	5.93	6.23	4.68	4.87	2.91	6.19	5.58	4.18	2.14
ENSMUSG00000082269	1.13	0.93	1.79	0.38	2.25	2.5	1.17	0.12	1.11
ENSMUSG00000082272	8.65	8.6	12.26	10.17	14.98	8.5	12.38	10.82	12.65
ENSMUSG00000082274	8.37	6.18	7.9	10.5	6.97	4.78	6.81	11.01	7.12
ENSMUSG00000082279	8.83	9.25	12.63	10.42	6.66	10	7.16	4.94	7.17
ENSMUSG00000082280	2.98	10.44	7.82	8.85	10.67	7.39	8.38	5.78	10.68
ENSMUSG00000082283	1	3.2	1.19	4.38	4.21	3.1	0.36	0.12	0.15
ENSMUSG00000082284	4.21	9.6	12.68	7.41	10.41	10.22	11.37	7.62	6.44
ENSMUSG00000082286	1949.73	1064.09	1024.52	2317.58	1106.16	1053.55	949.91	1074.06	932.19
ENSMUSG00000082292	1111.71	1269.09	1170.09	621.66	526.6	578.35	1366.36	1177.15	1200.33
ENSMUSG00000082301	1.53	4.18	1.91	1.71	3.38	1.79	2.32	0.26	5.78
ENSMUSG00000082304	2.55	2.22	0.31	3.12	2.9	3.34	1.93	0.14	1.64
ENSMUSG00000082305	5.74	5.89	8.45	18.15	6.16	6.97	6.69	10.46	7.26
ENSMUSG00000082308	1.02	0.92	4.44	2.86	4.28	3.3	1.02	2.38	-0.1
ENSMUSG00000082312	6.48	14.69	4.23	9.61	9.05	19.13	13.61	7.3	12.15
ENSMUSG00000082314	1.1	4.23	0.37	3.12	1.36	1.3	1.18	1.45	2.82
ENSMUSG00000082315	0.35	-0.02	0.14	0.35	2.24	0.14	3.14	2.43	3.55
ENSMUSG00000082317	0.15	1	3.18	0.92	3.51	1.13	3.37	1.37	2.65
ENSMUSG00000082318	0.86	2.99	1.49	1.83	2.99	2.38	1.57	1.07	1.74
ENSMUSG00000082319	121.28	138.93	140.72	119.08	144.21	126.92	148.79	171	152.77
ENSMUSG00000082320	1.94	0.61	0.3	0.52	2.66	2.22	1.28	2.9	0.3
ENSMUSG00000082321	18.3	20.73	17.1	12.33	21.85	17.04	15.05	14.29	19.9
ENSMUSG00000082322	2.81	4.37	5.32	3.31	0.63	6.02	2.94	7.1	2.49
ENSMUSG00000082330	0.31	1.05	1.81	0.31	2.31	0.74	1.69	0.29	2.29
ENSMUSG00000082336	0.26	1.8	0.86	1.01	1.27	0.8	2.15	0.22	1.12
ENSMUSG00000082341	1.69	1.23	6.93	0.92	0.3	2.12	0.92	1.64	-0.07
ENSMUSG00000082345	0.99	0.03	1.2	1.17	2.14	0.26	3.25	3.46	1.42
ENSMUSG00000082348	1.45	0.5	6.03	4.24	2.69	3.16	1.48	4.06	2.03
ENSMUSG00000082353	0.88	1.94	3.42	1.98	0.2	0.07	0.92	0.2	0.07
ENSMUSG00000082360	4	1.21	3.24	3.33	1.47	0.49	1.98	3.85	5.02
ENSMUSG00000082361	5.57	4.05	12.13	19.66	23.97	7.18	28.48	32.15	19.02
ENSMUSG00000082362	9.57	9.6	11.54	3.45	11.51	5.87	13	1.93	10.11
ENSMUSG00000082382	1.37	5.73	1.39	3.37	1.09	2.18	2.94	3.55	7.13
ENSMUSG00000082383	-0.13	1.64	2.24	0.69	0.08	0.26	1.26	0.08	0.26
ENSMUSG00000082389	4.16	3.26	7.8	3.48	2.95	3.6	2.08	3.15	1.59
ENSMUSG00000082394	0.12	1.78	0.9	0.92	0.3	1.84	1.47	0.3	1.16
ENSMUSG00000082402	1.3	1.57	2.32	4.25	4.51	1.44	3.67	3.64	7.86
ENSMUSG00000082419	6.51	8.57	5.68	4.6	4.76	5.32	4.64	5.07	5.61
ENSMUSG00000082420	13.65	24.32	22.32	21.01	17.77	20.99	23.92	27.81	13.52
ENSMUSG00000082423	1.41	0.87	1.18	0.86	1.15	0.35	1.51	2.51	3.43
ENSMUSG00000082424	3.4	5.09	2.7	3.26	1.81	4.4	3.59	2.9	4.66
ENSMUSG00000082431	6.85	8.99	10.5	12.21	11.41	14.47	7.85	14.38	11.86
ENSMUSG00000082436	1.35	0.33	0.37	0.31	2.39	1.37	2.75	0.33	1.69
ENSMUSG00000082454	26.96	29.32	23.89	29.35	27.43	19.95	30.63	31.21	36.37
ENSMUSG00000082455	5.09	0.76	2.22	5.03	4.1	2.08	0.58	3.17	5.32
ENSMUSG00000082456	18.48	27.08	23.04	28.29	30.23	28.19	28.12	30.4	24.53
ENSMUSG00000082465	2.6	6.73	5.97	3.83	2.21	3.56	9.05	8.05	7.49
ENSMUSG00000082467	3.14	0.59	2.99	0.28	1.75	1.95	2.1	0.59	0.21
ENSMUSG00000082472	2.26	2.73	2.64	0.84	1.31	4.83	2.36	1.41	1.18
ENSMUSG00000082475	2.31	0.6	0.75	1.49	0.6	2.46	0.67	0.6	0.98
ENSMUSG00000082481	2.01	3.82	2.14	2.41	4.04	3.97	2.92	3.36	1.34
ENSMUSG00000082484	5.41	10.9	7.15	7.62	9.48	7.74	9.48	9.19	4.75
ENSMUSG00000082487	0.24	1.01	4.18	1.13	1.24	1.04	2.5	5.54	2.61
ENSMUSG00000082491	3.08	2.48	5.47	1.77	2	8.22	8.73	6.2	5.68
ENSMUSG00000082503	2.13	2.06	2.43	0.75	1.43	1.22	4.43	1.55	1.56
ENSMUSG00000082507	1.55	3.15	1.39	2.07	0.27	0.28	1.68	0.27	0.28
ENSMUSG00000082509	0.13	0.21	0.95	1.01	0.21	3.44	2.36	2.57	0.05
ENSMUSG00000082510	5.68	5.08	7.6	3.36	6.41	5.16	7.31	3.37	4.13
ENSMUSG00000082512	1.95	1.65	0.09	0.9	1.12	1.08	0.13	1.21	1.39
ENSMUSG00000082515	3.88	2.13	2.94	0.28	0.44	0.74	5.31	2.88	2.1
ENSMUSG00000082516	1.4	1.17	0.43	0.69	1.61	2.03	0.69	1.76	0.43
ENSMUSG00000082519	17.23	23.15	24.91	28.2	20	28.33	25.62	36.87	26.73
ENSMUSG00000082520	1.59	2.69	4.12	0.84	2.41	-0.08	1.64	0.24	2
ENSMUSG00000082530	9.52	8.26	14.1	15.42	7.29	10.09	11.58	13.93	12.03
ENSMUSG00000082531	0.37	2.71	1.35	2.09	1.78	0.28	1.09	-0.06	1.61
ENSMUSG00000082534	1.24	1.61	1.31	0.83	1	1.25	0.13	1.11	0.31
ENSMUSG00000082535	0.86	4.34	7.31	1.72	4.61	2.02	4.5	1.2	4.68
ENSMUSG00000082536	47.13	45.92	40.87	32.14	51.88	41.25	46.94	50.43	56
ENSMUSG00000082543	2.08	3.04	3.45	2.28	7.32	11.72	4.53	1.7	2.2
ENSMUSG00000082549	2.63	2.46	0.43	0.79	4.17	3.34	2.1	0.24	1.71
ENSMUSG00000082569	1.68	1.74	1.27	2.95	3.42	2.04	1.77	2.48	2.57
ENSMUSG00000082575	5.75	6.13	6.13	4.45	4.47	8.85	6.07	2.37	6.48
ENSMUSG00000082576	5.15	3.37	3.77	3.22	1.2	4.53	5.58	5.37	1.99
ENSMUSG00000082578	2.92	3.4	4.39	3.67	5.66	5.83	5.33	3.69	1.97
ENSMUSG00000082580	0.4	0.11	0.92	2.03	2.18	0.87	0.4	1.23	2.41
ENSMUSG00000082588	27.98	19.47	20.72	17.87	15.05	18.78	16.37	18.78	10.75
ENSMUSG00000082596	2.04	4.08	4.28	5.57	3.16	5.74	3.47	4.78	2.91
ENSMUSG00000082600	1.22	1.15	2.32	0.5	0.32	0.72	0.5	1.52	0.95
ENSMUSG00000082604	0.46	2.26	0.81	5.1	2.82	3.63	3.58	0.57	3.29
ENSMUSG00000082605	0.77	0.9	0.9	1.71	1.19	4.6	1.56	2.59	2.08
ENSMUSG00000082608	1.01	2.28	0.06	0.3	2.03	1.91	1.81	0.04	0.06
ENSMUSG00000082609	2.49	1.98	6.28	1.26	3.72	2.75	4.14	1.49	2.46
ENSMUSG00000082616	0.98	0.83	0.04	1.95	4.51	7.05	0.98	1.21	1.07
ENSMUSG00000082622	3.76	4.87	2.91	2.7	6.24	9.05	5.49	1.91	4.54
ENSMUSG00000082630	0.92	0.47	0.07	-0.21	0.47	0.07	3.41	0.47	2.51
ENSMUSG00000082632	0.11	0.34	1.9	0.85	1.51	2.69	3.21	1.61	1.14
ENSMUSG00000082636	0.92	0.83	2.07	2.6	2.26	1.94	0.95	1.21	0.11
ENSMUSG00000082646	0.34	0.99	1.92	1.97	2.22	1.78	1.03	0.25	1.11
ENSMUSG00000082649	2.77	6.44	8.09	3.36	5.1	5.94	5.26	2.06	4.52
ENSMUSG00000082658	3.33	0.13	6.33	1.31	7.77	0.29	0.37	0.13	0.29
ENSMUSG00000082663	4.36	4.12	5.19	4.23	6.23	4.87	3.01	10.82	2.59
ENSMUSG00000082670	0.28	0.74	1.24	1.23	3.58	1.17	1.08	0.08	0.1
ENSMUSG00000082671	2.75	0.51	1.21	2.61	0.51	0.15	1.33	1.5	4.08
ENSMUSG00000082674	3.14	3.31	7.82	6.3	4.1	4.6	2.63	7.84	2.46
ENSMUSG00000082675	18.52	21.61	32.56	21.5	27.31	22.6	25.63	18.42	23.64
ENSMUSG00000082678	2.44	1.23	2.03	0.72	0.37	3.65	3.28	1.62	1.32
ENSMUSG00000082682	1	3.1	2.03	1.81	2	1.06	1.68	3.37	3.61
ENSMUSG00000082684	6.7	8.7	13.15	8.7	5.64	6.78	5.62	8.42	4.34
ENSMUSG00000082687	18.72	12.09	10.23	4.89	5.53	5.96	12.04	12.42	9.65
ENSMUSG00000082691	7.94	8.32	9.84	10.67	10.37	11.3	12.84	16.09	9.46
ENSMUSG00000082693	5.49	7.97	2.74	4.01	10.49	8.08	7.2	8.05	8
ENSMUSG00000082703	1.74	2.62	1.48	3.55	1.67	2.34	1.09	3.88	0.5
ENSMUSG00000082711	1.75	0.48	2.07	-0.02	0.48	1.93	0.61	3.94	-0.09
ENSMUSG00000082715	2.7	4.94	8.71	5.08	4.03	4.34	5.12	1.77	4.56
ENSMUSG00000082740	6.7	6	8.53	4.57	6.88	4.27	4.76	4.88	8.26
ENSMUSG00000082741	0.73	0.81	1.26	0.1	3.1	0.21	0.77	1.15	0.21
ENSMUSG00000082743	6.23	5.39	7.19	3.07	5.65	6.74	7.78	6.03	8.9
ENSMUSG00000082758	2.13	0.28	3.05	0.93	1.28	1.91	0.06	3.53	0.02
ENSMUSG00000082762	2.9	5.65	4.84	8.92	2.1	5.51	5.68	5.49	8.77
ENSMUSG00000082765	-0.14	0.17	0.18	0.63	3.18	1.24	3.12	0.17	1.57
ENSMUSG00000082766	2.46	4.25	4.1	3.19	0.43	1.04	-0.23	0.43	1.34
ENSMUSG00000082768	1.32	0.66	3.69	0.64	2.12	1.02	2.79	2.31	0.2
ENSMUSG00000082769	1.03	0.32	2.08	2.27	2.46	0.22	1.86	0.32	2.52
ENSMUSG00000082774	4.49	3.29	2.31	5.27	5.3	7.4	5.46	5.73	7.33
ENSMUSG00000082776	2.25	4.44	0.4	-0.76	0.94	2.18	3.74	0.94	0.4
ENSMUSG00000082778	2.2	9.3	5.56	5.51	1.75	4.24	4.64	3.88	1.6
ENSMUSG00000082791	1.99	1.09	0.11	0.2	1.37	2.83	3.37	2.74	2.5
ENSMUSG00000082792	3.98	3.04	9.28	4.38	8.11	11.05	4.08	7.6	4.23
ENSMUSG00000082793	0.92	2.06	3.48	2.78	1.48	1.61	0.96	0.34	-0.03
ENSMUSG00000082806	8.57	8.81	7.69	4.32	11.51	8.28	4.59	4.92	6.75
ENSMUSG00000082809	13.03	11.25	13.5	10.63	20.06	16.49	13.04	8.13	6.6
ENSMUSG00000082810	2.18	3.49	3.03	1.78	2.29	3.83	2.83	3.78	2.46
ENSMUSG00000082816	5.07	3.21	9.97	6.16	9.13	2.65	4.62	8.61	11.19
ENSMUSG00000082819	5.83	8.6	7.38	4.45	7.41	5.84	5.42	8.99	7.85
ENSMUSG00000082820	16.43	18.05	21.85	13.42	15.98	8.76	19.02	11.65	21.87
ENSMUSG00000082828	8.74	4.67	5.59	5.54	6.63	9.34	19.29	13.14	13.63
ENSMUSG00000082836	2.95	4.85	2.59	6.79	6.39	4.31	5.87	3.56	6.71
ENSMUSG00000082838	4.13	3.53	3.52	4.18	5.69	7.63	5.84	7.33	4.17
ENSMUSG00000082841	0.71	1.72	0.2	1.74	1.14	1.05	1.47	1.25	2.44
ENSMUSG00000082848	0.71	1.48	0.37	0.06	-0.08	0.37	1.44	2.17	0.37
ENSMUSG00000082855	1.67	1.37	0.91	0.04	0.5	1.85	1.19	0.5	2.48
ENSMUSG00000082860	14.62	8.83	6.29	12.05	7.77	3.63	7.65	3.65	5.82
ENSMUSG00000082867	1.57	2.9	0.34	1.76	5.73	2.19	3.19	2.1	4
ENSMUSG00000082870	36.02	25.53	39.93	30.48	32.52	39.38	24.11	35.26	15.92
ENSMUSG00000082872	11.51	10.85	9.1	6.24	6.7	9.52	8.74	6.03	4.88
ENSMUSG00000082874	2.2	1.94	0.89	0.3	1.37	2.58	0.97	0.27	2.26
ENSMUSG00000082876	0.89	0.8	1.18	1.07	2.86	0.08	0.18	1.11	1.45
