ID	WT_r1	WT_r2	WT_r3	KO_r1	KO_r2	KO_r3	KO_rescue_r1	KO_rescue_r2	KO_rescue_r3
ENSMUSG00000020914	584.35	584.31	574.45	282.38	341.96	362.73	1177.05	644.79	706.71
ENSMUSG00000020917	7316.51	7136.99	7121.47	6517.02	6088.97	6792.26	7432.09	7522.16	8063.98
ENSMUSG00000020918	1213.04	1316.96	1183.51	1481.67	1155.92	1251.83	1207.66	1453.38	1701.29
ENSMUSG00000020919	3958.12	4061.52	3492.06	2245.18	2464.67	2499.51	3656.52	2978.5	3231.59
ENSMUSG00000020921	313.08	293.19	245.72	281.98	376.65	326.68	250.67	251.53	312.55
ENSMUSG00000020922	650.38	727.94	679.25	567.52	673.26	621.45	771.96	807.83	752.09
ENSMUSG00000020923	5275.99	5516.45	5162.66	5113.53	4794.46	5458.92	5468.22	5513.88	5640.88
ENSMUSG00000020925	1175.86	1160.88	1458.21	1237.86	1496.42	1455.32	1466.08	1461.49	1393.65
ENSMUSG00000020926	0.61	0.82	3.95	1.45	0.82	6.77	4.9	2.14	1.88
ENSMUSG00000020928	7.25	10.28	15.5	34.18	51.98	52.01	5.1	1.1	0.29
ENSMUSG00000020929	3938.96	4442.92	4316.89	3989.32	4359.18	4330.56	4483.32	4058.69	4791.73
ENSMUSG00000020930	3.19	8.28	6.4	15.07	22.74	20.04	3.23	1.21	1.66
ENSMUSG00000020932	2.61	0.64	2.19	2.66	0.64	0.22	1.42	2.82	2.65
ENSMUSG00000020935	538.46	652.98	710.99	744.31	732.52	694.8	588.74	624.22	622.24
ENSMUSG00000020936	2613.44	2494.49	2470.35	2478.83	2601.04	2625.46	2721.52	3079.55	3010.29
ENSMUSG00000020937	8.9	21.34	15.39	16.88	13.71	10.26	8.68	2.44	8.09
ENSMUSG00000020941	1219.64	1167.36	941.08	1187.31	755.09	918.49	960.38	1305.36	1342.21
ENSMUSG00000020946	4696.48	5514.06	5335.14	4337.18	4948.21	4529.83	5413.79	4944.43	5279.48
ENSMUSG00000020948	442.59	422.02	359.93	411.2	464.95	493.09	607.09	446.73	466.66
ENSMUSG00000020949	4071.22	4574.13	4951.58	5042.86	5735.2	5302.9	4910.96	5260.48	5000.11
ENSMUSG00000020952	2296.01	2143.43	2043.69	1907.27	1866.78	1852.42	2357.01	2541.05	2338.86
ENSMUSG00000020953	302.27	306.7	253.4	77.82	30.69	34.33	155.48	124.53	94.55
ENSMUSG00000020954	1844.7	1645.78	1886.67	1937.21	1970.23	1863.36	1729.34	1558.85	1622.87
ENSMUSG00000020955	974.42	1058.85	1122.43	964.03	1165.78	1063.59	1101	1265.49	1191.38
ENSMUSG00000020956	420.27	457.64	443.72	452.21	449.43	533.48	375.46	442.44	376.51
ENSMUSG00000020961	26.73	10.96	20.6	17.74	28.72	40.11	27.23	19.97	12.8
ENSMUSG00000020962	475.16	494.19	457.04	433.85	443.35	392.94	559.95	442.23	476.85
ENSMUSG00000020963	0.2	0.5	0.92	5.53	9.62	0.92	0.2	-0.17	0.92
ENSMUSG00000020964	1799.22	1783.91	1686.89	1766.28	1793.84	1953.39	1941.32	1492.59	1541.09
ENSMUSG00000020973	840.64	993.99	1023.67	815.52	908.75	765.89	874.32	783.78	827.53
ENSMUSG00000020974	153.37	164.62	150.07	98.17	87.91	81.59	149.32	156.64	166.93
ENSMUSG00000020978	1394.4	1518.95	1463.03	787.18	854.58	773.36	1145.92	1118.9	1149.55
ENSMUSG00000020982	2771.83	2554.74	2563.58	2522.67	2426.65	2560.72	3178.24	2907.78	2672.99
ENSMUSG00000020986	1032.29	1093.18	1059.83	886.22	784.2	898.1	1171.3	1122.39	1218.62
ENSMUSG00000020988	79.96	99.41	65.96	111.72	65.96	87.82	86.56	62.28	98.37
ENSMUSG00000020990	2.82	1.44	0.34	6.07	15.26	12.51	1.32	0	0.34
ENSMUSG00000020993	1570.34	1702.72	1658.12	1868	1914.4	1832.91	1874.46	2053.65	2066.38
ENSMUSG00000020994	2514.82	1648.16	1631.21	2234.11	1564.61	1697.85	1804.06	2299.92	1978.66
ENSMUSG00000021000	4279.58	4267.45	3905.39	4088.3	3418.13	3484.24	4825.87	4864.69	4857.8
ENSMUSG00000021003	96.94	82.27	127.6	251.86	200.82	191.79	66.85	59.66	48.44
ENSMUSG00000021007	13.12	6.66	5.24	17.09	20.7	20.33	6.62	2.39	2.37
ENSMUSG00000021009	67.49	75.44	67.79	91.12	53.28	76.34	62.72	55.98	59.64
ENSMUSG00000021012	3379.3	3235.47	3295.93	3025.25	2961.17	2680.95	3014.57	2828.46	3095.9
ENSMUSG00000021013	69.62	24.73	38.61	59.37	71.44	75.78	15.47	25.35	28.31
ENSMUSG00000021018	562.93	621.01	642.29	542.73	678.45	653.26	584.08	750.55	698.22
ENSMUSG00000021022	757.45	737.72	793.11	695.4	768.8	701.27	845.92	993.47	1014.74
ENSMUSG00000021023	152.92	200.09	152.33	167.98	110.79	135.51	205.14	221.02	223.81
ENSMUSG00000021024	5395.37	6217.13	6270.03	4962.39	5865.22	5467.13	6405.22	7321.92	7041.42
ENSMUSG00000021025	18752.08	19168.49	18161.23	33025.87	19138.08	34836.34	60902.32	70599.02	68297.37
ENSMUSG00000021027	908.14	600.2	609.27	725.96	686.87	638.39	813.53	577.11	533.99
ENSMUSG00000021028	897.91	731.05	844.49	948.7	800.25	720.88	778.04	988.99	942
ENSMUSG00000021032	1.21	1.58	1.63	29.01	13.5	13.25	0.28	1.58	1.63
ENSMUSG00000021033	278.84	320.94	270.1	396.95	486.96	496.42	287.02	332.3	313.7
ENSMUSG00000021036	2279.35	2623.42	2741.74	2404.21	2325.25	2278.76	3072.6	2908.29	3169.46
ENSMUSG00000021037	4352.13	4585.2	4666.5	4082.42	4084.56	4269.46	4702.84	5178.77	5323.89
ENSMUSG00000021038	1007.07	928.8	1084.91	934.68	1011.62	993.65	992.07	1105.18	979.41
ENSMUSG00000021039	2650.06	2696.19	2810.36	2053.38	2404.41	2242.7	3302.62	2913.86	2528.14
ENSMUSG00000021040	443.01	443.61	492.89	441.91	617.73	425.99	460.49	518.95	578.29
ENSMUSG00000021041	159.98	178.08	192.74	138.63	105.43	130.66	203.18	206.87	213.77
ENSMUSG00000021044	582.37	566.37	559.34	718.38	709.15	772.61	677.96	637.38	715.21
ENSMUSG00000021048	1207.64	1295.54	1328.75	1535.25	1546.14	1569.76	1597.83	1585.66	1606.51
ENSMUSG00000021051	1781.7	1506.86	1548.43	1530.4	1448.73	1131.85	1461.71	1693.31	1729.7
ENSMUSG00000021054	3754.11	4120.73	4103.15	3216.64	3664.64	3459.5	3444.54	3677.97	3951.39
ENSMUSG00000021055	2.29	1.4	1.25	1.52	15.62	1.25	1.52	-0.52	1.25
ENSMUSG00000021057	112.93	65.58	91.18	154.38	165.18	177.32	17.36	28.48	16.62
ENSMUSG00000021061	26.01	28.11	20.06	31.68	47.46	45.79	30.6	13.57	15.68
ENSMUSG00000021062	3.47	6.72	12.6	53.07	56.67	50.57	4.18	2.07	4.04
ENSMUSG00000021065	1491.9	1410.37	1282.86	1156.45	1156.73	1162.35	1337.58	1333.46	1422.84
ENSMUSG00000021066	2.59	20.67	8.02	28.14	21.7	24.18	18.57	4.45	4.13
ENSMUSG00000021067	219.9	198.1	213.67	244.1	268.72	234.33	224.58	215.51	186.77
ENSMUSG00000021068	539.44	467.35	413.22	407.75	300.84	405.07	562.42	431.81	402.84
ENSMUSG00000021069	264.94	275.32	333.39	925.27	974.77	1048.43	227.69	263.38	231.88
ENSMUSG00000021070	2.7	5.36	0.94	6.4	4.05	2.03	-0.19	-0.06	0.94
ENSMUSG00000021071	1.54	0.26	-0.34	1.54	7.4	5.57	1.54	0.26	-0.34
ENSMUSG00000021072	4877.3	5567.38	6461.05	6086.49	6599.08	5731.88	5862.64	6937.87	7181.08
ENSMUSG00000021076	2998.3	3377.99	3270.84	2929.62	3301	3111.45	3610.84	4203.98	4079.05
ENSMUSG00000021079	332.92	301.51	303.66	337.76	356.18	365.71	372.51	386.14	369.07
ENSMUSG00000021086	2.78	6.2	4.08	0.21	0.07	1	5.02	3.39	1
ENSMUSG00000021087	5.29	11.44	6.79	45.86	33.71	49.92	2.88	7.22	4.45
ENSMUSG00000021091	10.05	6.82	13.54	58.13	81.86	60.22	3.18	1.74	3.26
ENSMUSG00000021094	2837.42	3755.04	3980.41	4064.04	4551.33	4441.99	4036.4	4378.06	4264.08
ENSMUSG00000021096	962.09	1020.15	1004.45	1108.73	944.02	972.89	791.84	858.74	954.88
ENSMUSG00000021097	0.35	1.54	0.64	10.97	12.92	8.73	0.35	0.05	0.64
ENSMUSG00000021102	1929.09	2217.21	2530.19	2029.87	2350.34	2271.01	2296.8	2530.92	2480
ENSMUSG00000021103	666.28	669.21	727.52	915.62	1116.84	1081.15	750.31	881.52	773.37
ENSMUSG00000021108	9154.74	9887.49	9784.13	6728.78	6150.94	6711.69	9134.31	8518.61	9083.33
ENSMUSG00000021109	8477.82	7307.06	8432.87	5551.34	5455.21	5562.47	7528.93	6858.76	7294.82
ENSMUSG00000021111	7489.16	7270.81	7508.26	6669.99	6878.51	6298.43	8505.36	7220.22	7395.2
ENSMUSG00000021112	278.24	262.77	213.61	238.16	242.78	243.77	264.89	223.48	268.51
ENSMUSG00000021113	1108.1	981.95	1241.93	1347.87	1275.43	1204.2	1268.82	1260.73	1195.24
ENSMUSG00000021114	3659.48	4096.09	4339.87	3397.2	3104.31	3387.39	3597.66	3833.74	3718.93
ENSMUSG00000021115	2905.56	2977.75	3151.08	3551.67	4054.42	3961.2	4171.13	4288.42	4344.54
ENSMUSG00000021116	3759.32	4576.75	4593.68	3529.73	4268.78	3767.17	4454.04	5404.03	5191.97
ENSMUSG00000021118	4.53	2.36	1.32	10.26	18.19	6.55	0.98	1	4.38
ENSMUSG00000021120	509.17	600.08	596.27	659.16	690.7	610.14	578.16	629.23	564.4
ENSMUSG00000021123	509.53	659.4	627.39	620.01	693.7	573.85	516.41	581.72	512.7
ENSMUSG00000021124	3631.15	4047.34	4354.71	4637.6	5474.9	5296.39	4521.42	4859.02	4836.9
ENSMUSG00000021125	8.18	3.67	14.18	58.95	60.67	44.82	6.1	5.11	4.97
ENSMUSG00000021127	1463.39	1429.62	1246.02	1067.84	873.76	1061.4	1899.1	1765.48	1873.96
ENSMUSG00000021130	2.92	1.66	0.49	13.98	9.02	15.24	-0.18	2.05	0.49
ENSMUSG00000021131	77.58	80.57	90.95	72.85	90.73	70.28	94.01	110.2	109.32
ENSMUSG00000021133	3344.42	3365.81	2993.9	3105.41	3081.86	3342.72	3189.49	2625.79	2812.66
ENSMUSG00000021134	7973.57	5916.86	5735.7	7820.87	4434.27	4541.07	8081.75	7264.41	6589.16
ENSMUSG00000021135	1.69	7.34	11.13	2.49	0.61	6.91	10.48	7.9	7.99
ENSMUSG00000021136	3.93	11.26	10.56	35.75	14.01	3.73	4.13	9.9	4.06
ENSMUSG00000021139	19.43	24.47	21.27	17.86	21.33	7.89	10.78	12.25	23.37
ENSMUSG00000021140	160.05	143.05	138.03	210.35	169.64	171.46	145.69	107.5	125.37
ENSMUSG00000021143	722.92	658.25	648.56	976.36	756.65	853.41	822.98	743.76	742.41
ENSMUSG00000021144	973.77	990.75	835.02	1148.67	866.24	783.42	548.11	818.93	1043.52
ENSMUSG00000021147	904.62	952.82	841.12	786.03	874.37	718.46	1000.76	1004.64	934.5
ENSMUSG00000021149	2333.42	2391.46	2239.11	2089.3	2259.99	2209.17	2511.02	2909.95	2833.96
ENSMUSG00000021156	1970.74	1719.94	1645.23	2020.67	2119.54	1906.42	1899.06	1568.76	1686.48
ENSMUSG00000021171	4421.36	4161.17	3905.95	3251.73	3609.37	3633.67	4536.87	3812.08	4143.83
ENSMUSG00000021175	1141.44	1262.81	1084.71	997.68	1111.09	1143.14	1596.43	1484.92	1612.47
ENSMUSG00000021176	16.73	12.7	16.2	7.98	7.08	10.45	12.07	18.4	15.03
ENSMUSG00000021177	728.01	761.91	815.24	706.45	728.79	792.4	804.18	736.27	857.16
ENSMUSG00000021178	3252.72	3422.42	3783.26	3631.92	3933.9	3650.95	3728.99	4000.88	3859.52
ENSMUSG00000021179	762.77	718.83	739.62	574.57	554.76	672.03	682.77	654.83	660.78
ENSMUSG00000021180	271.2	256.47	198.01	703.24	713.29	660.59	540.74	436.12	583.42
ENSMUSG00000021182	1569.1	1130.14	1189.32	1258.1	886.34	1085.55	1868.01	1299.74	1044.24
ENSMUSG00000021185	243.93	309.81	251.49	403.48	508.88	324.8	470.97	406.47	554.85
ENSMUSG00000021186	54.58	28.86	36.73	402.2	406.98	315.76	2.04	22.22	38.64
ENSMUSG00000021187	7.42	4.16	1.6	20.81	28.69	40.49	2.31	0.81	1.81
ENSMUSG00000021188	1115.51	788.72	842.89	876.83	715.41	869.87	1476.5	1044.16	830.18
ENSMUSG00000021190	442.12	370.54	269.43	1436.36	1760.4	1789.04	431.46	655.32	649.68
ENSMUSG00000021192	1827.87	1520.75	1593.53	1909.8	1532.29	1551.2	1850.9	1720.19	1709.21
ENSMUSG00000021193	1349.76	1469.57	1256.22	2097.14	1964.13	1698.08	1668.06	1472.92	1610.01
ENSMUSG00000021196	6693.11	7007.65	7691.6	6896.42	7106.62	7721.56	7298.62	7709.15	8285.26
ENSMUSG00000021198	11.29	16.93	13.25	18.19	26.79	11.64	33.36	29.15	24.84
ENSMUSG00000021200	2770.72	2622.19	3409.59	3646.8	3946.78	4024.19	2262.57	2859.28	2448.76
ENSMUSG00000021203	189.99	147.67	190.24	331.81	327.56	275.94	189.57	144.95	181.36
ENSMUSG00000021208	1.4	0.67	0.04	2.3	4.15	5.57	9.77	9.5	16.73
ENSMUSG00000021209	7.84	0.78	8.27	2.03	0.78	0.74	1.78	4.55	4.49
ENSMUSG00000021211	116.98	71.47	113.33	386.42	517.03	487.57	150.85	226.63	222.9
ENSMUSG00000021213	577.22	597.65	595.27	1331.06	1705.1	1591.2	784.03	1011.79	1041.83
ENSMUSG00000021214	14.73	13.84	10.86	125.3	148.01	170.34	21.71	17.76	23.23
ENSMUSG00000021215	578.13	595.11	554.65	674.09	759.75	734.66	532.06	459.25	487.68
ENSMUSG00000021216	-0.06	0.1	0.3	-0.06	0.1	0.3	5.48	4.72	3.06
ENSMUSG00000021217	4.97	1.08	1.31	18.39	6.97	11.98	4.16	8.75	2.59
ENSMUSG00000021218	9730.25	10980.67	11153.87	7261.57	8400.06	7911.35	7808.05	8162.64	8658.18
ENSMUSG00000021219	6.4	3.88	7.33	10.25	25.5	18.53	2.66	0.38	0.08
ENSMUSG00000021221	4.32	6.6	3.15	5.65	4.18	8.96	4.65	0.98	2.67
ENSMUSG00000021222	579.07	641.77	560.28	674.97	730.25	683.53	635.95	638.78	657.23
ENSMUSG00000021223	-0.17	-0.03	0.58	-0.17	5.02	0.58	-0.17	-0.03	0.58
ENSMUSG00000021224	1549.11	1444.77	1479.45	1786.94	1894.17	1872.75	1385.84	1411.7	1485.97
ENSMUSG00000021226	276.7	235.7	193.2	154.91	112.17	105.49	173.77	204.53	210.54
ENSMUSG00000021234	21.81	11.4	8.34	39.97	39.21	13.12	10.96	9.29	27.17
ENSMUSG00000021235	574.66	563.42	464.86	588.92	534.17	545.63	564.76	619.71	597.57
ENSMUSG00000021236	1822	2213.72	2013.46	1459.98	1662.65	1715.39	2355.55	1983.61	2152.71
ENSMUSG00000021238	323.2	337.93	345.91	572.42	697.61	586.76	349.76	316.62	364.56
ENSMUSG00000021240	483.72	331.19	364.02	475.05	299.77	310.12	369.46	377.26	286.3
ENSMUSG00000021241	1367.67	1354.3	1425.8	1416.16	1472.29	1321.79	1369.46	1597.43	1572.91
ENSMUSG00000021242	5895.78	7585.24	7510.7	6589.68	8034.59	7574.68	6390.14	7232.45	7377.28
ENSMUSG00000021243	795.8	895.27	842.46	833.82	804.24	847.06	1097.89	1223.16	1122.03
ENSMUSG00000021244	608.58	363.97	406.63	375.95	409.53	415.44	576.46	473.42	488.88
ENSMUSG00000021245	327.48	220.24	242.54	207.7	221	182.4	248.33	230.56	224.6
ENSMUSG00000021248	1456.64	1678.79	1924.13	1954.38	2108.08	2135.59	1827.53	2029.52	2015.62
ENSMUSG00000021250	15490.83	17998.16	17119.43	24169.1	17476.92	23575	48992.31	47696.18	55084.52
ENSMUSG00000021252	2194.06	2859.39	3011.62	2270.5	2222.01	2348.23	2815.33	3527.23	3414.29
ENSMUSG00000021253	172.81	183.48	126.57	178.68	240.56	156.83	287.4	262.3	239.89
ENSMUSG00000021254	600.6	689.31	563.9	726.88	562.73	643.87	694.71	712.29	722.86
ENSMUSG00000021256	7.07	7.94	11.33	20.95	32.19	35.57	4.21	3.13	0.33
ENSMUSG00000021257	402.13	531.24	515.67	367.53	432.06	414.92	512.67	392.62	439.13
ENSMUSG00000021258	87.84	101.3	96.02	99.55	87.2	71.7	81.55	105.69	107.13
ENSMUSG00000021262	4884.26	4816.01	4376.33	4227.81	3368.26	3406.45	3616.71	5109.24	5223.54
ENSMUSG00000021263	22.11	22.43	22.68	43.71	29.14	14.45	32.25	22.6	24.71
ENSMUSG00000021264	452.92	511.15	563.4	601.13	435	558.58	654.63	630.99	538.09
ENSMUSG00000021265	292.98	452.98	408.69	344.04	380.21	403.9	297.56	278.17	280.37
ENSMUSG00000021266	2489.37	2579.64	2699.52	2772.87	2795.99	2945.15	3413.4	3228.55	3373.7
ENSMUSG00000021268	1.02	0.74	0.8	-0.08	2.11	2.94	-0.08	-0.09	0.8
ENSMUSG00000021270	2404.3	2134.99	2235.11	1373.04	1399.26	1224.74	2694.67	2087.54	2149.07
ENSMUSG00000021271	234.48	172.52	216.89	193.42	236.98	248.58	212.94	217.54	224.07
ENSMUSG00000021273	646.44	711.65	763.57	638.78	747.97	756.01	839.75	992.89	939.22
ENSMUSG00000021275	59.83	43.68	18.35	52.99	59.37	60.76	33.43	29.88	36.31
ENSMUSG00000021276	564.12	685.26	603.54	658.46	691.61	653.25	588.38	627.62	603.84
ENSMUSG00000021277	828.88	682.92	629.77	832.14	644.1	949.89	1075.52	909.04	811.44
ENSMUSG00000021278	14.19	9.23	4.25	2.88	1.55	6.21	2.36	4.01	6.51
ENSMUSG00000021279	1.59	3.03	1.36	13.24	8.41	18.24	3.16	1.23	0.5
ENSMUSG00000021280	1.71	5.74	6.08	7.64	0.65	5.72	-0.14	3.1	0.26
ENSMUSG00000021281	61.04	68	37.45	668.67	770.4	898.52	87.63	48.42	41.85
ENSMUSG00000021282	11815.76	12373.77	12542.64	10109.08	11217.88	9467.81	11603.18	10211.99	10690.6
ENSMUSG00000021285	1472.91	1551.39	1300.46	1470.52	1219.73	1160.13	2158.17	1823.82	1871.39
ENSMUSG00000021286	259.66	256.69	313.14	393.38	484.22	417.76	162.15	196.83	187.93
ENSMUSG00000021287	72.49	74.38	71.56	88.58	85	97.04	60.24	48.11	76.05
