ID	LP_r1	LP_r2	LP_r3	ML_r1	ML_r2	ML_r3	MLN_r1	MLN_r2	MLN_r3
ENSMUSG00000036833	1975.83	2304.78	2601.24	1478.26	848.69	786.19	474.3	762.27	666.25
ENSMUSG00000028688	224.78	264.29	273.27	297.22	295.45	245.45	182.64	221.28	182.6
ENSMUSG00000028689	186.85	268.96	200.63	302.71	323.45	447.1	563.76	328.66	334.02
ENSMUSG00000028687	160.03	182.67	218.61	141.16	103.31	106.49	152.82	172.47	143.4
ENSMUSG00000028684	690.98	842.63	702.89	831.28	786.9	875.31	668.12	491.37	630.62
ENSMUSG00000028683	492.11	555.01	370.81	406.23	458.62	419.15	191.03	155.38	142.51
ENSMUSG00000028680	5859.96	6950.88	5976.62	3220.03	5208	1573.14	658.8	712.64	957.51
ENSMUSG00000028681	24.98	0	11.07	0.78	0.97	15.86	0.93	0.81	0
ENSMUSG00000049878	1455.97	1246.84	1618.16	846.18	485.66	263.57	490.14	1033.17	643.09
ENSMUSG00000049871	38.85	1.55	32.52	108.22	3.86	52.87	81.07	207.45	211.99
ENSMUSG00000049872	2.78	11.66	11.07	18.82	0.97	4.53	1.86	6.51	16.03
ENSMUSG00000007279	0.93	13.99	0	17.25	28.97	6.8	18.64	60.2	97.09
ENSMUSG00000029482	1841.7	1458.27	1712.94	758.35	785.93	506	1707.11	1832.05	1522.22
ENSMUSG00000029480	543.91	617.98	540.31	428.97	467.31	143.49	245.07	270.9	244.94
ENSMUSG00000029486	415.33	470.28	428.93	449.36	224.97	706.14	532.08	339.24	219.11
ENSMUSG00000029484	604.96	565.9	807.35	12771.11	18574.63	11320.88	46528.19	35600.5	36180.6
ENSMUSG00000035566	0	0	8.99	10.98	1.93	1.51	0.93	0	0
ENSMUSG00000035561	530.03	507.6	415.78	181.94	95.59	92.89	242.28	235.92	206.64
ENSMUSG00000035569	7772.89	7591.4	8349.56	6119.31	6892.83	5840.19	5773.62	7704.86	8437.69
ENSMUSG00000020167	2137.71	2055.26	2342.5	4484.2	3465.24	2290.61	5660.87	4353.97	3772.15
ENSMUSG00000020166	2474.41	2178.86	2306.52	1731.57	1277.38	1639.6	1289.65	2750.52	2669.45
ENSMUSG00000020163	542.98	761.78	704.96	1073.6	1263.86	2238.5	1565.48	533.67	541.55
ENSMUSG00000049630	0	0	0	0.78	0	0.76	16.77	1.63	0.89
ENSMUSG00000025102	286.75	340.47	314.78	417.99	557.1	716.71	780.87	424.66	279.68
ENSMUSG00000028354	0	0	0	10.19	0	0	0.93	0	0
ENSMUSG00000028356	0	3.89	3.46	1.57	0	156.33	0.93	0	0.89
ENSMUSG00000028358	29.6	13.21	11.07	20.39	1.93	4.53	188.23	28.47	28.5
ENSMUSG00000028359	4.63	2.33	3.46	7.84	15.45	11.33	6.52	27.66	33.85
ENSMUSG00000013539	615.13	685.6	691.13	861.86	750.21	993.13	2748.9	1710.02	1431.37
ENSMUSG00000087142	40.7	64.52	66.41	29.02	25.1	15.1	40.07	42.3	32.07
ENSMUSG00000087141	1021.21	687.94	803.89	363.88	367.86	472.02	564.69	257.89	329.56
ENSMUSG00000116589	0	0	0	3.14	8.69	4.53	0	7.32	9.8
ENSMUSG00000018509	74	103.38	87.86	152.14	124.55	191.07	497.6	86.23	106.89
ENSMUSG00000018507	1466.15	1660.38	1749.61	2645.98	1934.9	1925.08	1670.77	1315.46	900.51
ENSMUSG00000018500	952.76	704.26	483.58	221.15	237.52	330.04	11.18	122.84	95.31
ENSMUSG00000018501	4278.19	4389.58	4399.28	4626.14	4956.97	4452.83	5618.01	5248.84	5525.07
ENSMUSG00000032038	3904.48	4363.93	4449.09	3630.18	4282.07	2489.99	1045.51	2792	2938.45
ENSMUSG00000052428	1305.19	1412.41	1445.9	1486.11	1298.62	2517.93	853.56	898.94	766.9
ENSMUSG00000086818	8.33	3.89	16.6	13.33	4.83	5.29	0	14.64	24.94
ENSMUSG00000052423	653.06	708.15	838.48	467.4	437.38	369.31	364.35	325.41	223.57
ENSMUSG00000032033	0	3.11	0.69	0	0	0	0	0	3.56
ENSMUSG00000086813	12.95	5.44	12.45	7.06	17.38	1.51	0	8.14	0.89
ENSMUSG00000087496	0	2.33	0.69	16.47	0	31.72	0	1.63	0.89
ENSMUSG00000087497	28.68	19.43	27.67	45.49	30.9	58.91	83.86	47.18	28.5
ENSMUSG00000087492	0.93	10.11	9.69	8.63	0	0	0	4.07	3.56
ENSMUSG00000048833	635.48	553.46	706.35	599.15	387.17	253	315.89	596.31	666.25
ENSMUSG00000048832	1564.2	1653.38	1623.01	1566.1	2278.62	847.37	2679.01	3323.23	3503.16
ENSMUSG00000024479	7.4	0	29.06	0.78	1.93	0	0.93	0	3.56
ENSMUSG00000021488	1825.98	1680.59	1991.75	1479.05	1358.48	1195.53	1842.23	2477.99	1892.76
ENSMUSG00000021483	223.85	156.24	140.44	87.05	32.83	48.33	0.93	84.61	101.54
ENSMUSG00000079906	3.7	7	2.77	3.14	5.79	3.78	0	8.14	5.34
ENSMUSG00000021481	234.95	226.2	162.58	179.59	251.03	114.04	174.25	384.8	222.68
ENSMUSG00000031508	1442.1	1654.94	1713.64	1596.68	1610.48	1449.28	1612.07	1434.24	1347.64
ENSMUSG00000021486	4668.54	5687.72	4586.07	3736.83	4678.9	5735.96	7449.06	2909.97	2984.77
ENSMUSG00000021485	207.2	258.85	181.26	361.53	182.48	401.03	138.84	91.11	66.8
ENSMUSG00000021484	7378.83	7481.02	7184.54	8705.68	7618.9	9511.36	7531.99	5706.04	4849.02
ENSMUSG00000090631	4.63	5.44	15.22	1.57	0	1.51	0.93	0	1.78
ENSMUSG00000031503	190.55	160.13	132.14	13.33	43.45	80.05	18.64	33.35	90.85
ENSMUSG00000033075	1077.64	1448.94	1615.4	650.12	558.07	447.1	680.24	863.96	1011.85
ENSMUSG00000005364	22.2	21.77	1.38	73.72	11.59	18.88	32.61	56.95	23.16
ENSMUSG00000005360	2.78	10.11	4.15	47.84	95.59	47.58	54.05	134.23	119.36
ENSMUSG00000005362	738.16	624.97	729.18	805.4	588.97	710.67	1213.24	1195.06	801.64
ENSMUSG00000049124	137.83	179.56	117.61	192.92	252.97	420.66	228.3	109.01	113.12
ENSMUSG00000036136	0.93	0	0	0	0	0	0	6.51	0
ENSMUSG00000116380	125.8	177.23	157.04	26.66	35.72	67.97	23.3	25.22	27.61
ENSMUSG00000013878	174.83	147.69	193.71	158.41	153.52	185.03	92.25	266.02	164.78
ENSMUSG00000007216	87.88	83.95	55.35	143.51	74.34	67.22	220.84	161.08	97.09
ENSMUSG00000004099	2220.03	2373.97	2748.6	2059.38	871.86	1103.39	1791.91	1980.92	2053.97
ENSMUSG00000004098	3.7	19.43	29.06	3.14	5.79	16.62	4.66	22.78	70.37
ENSMUSG00000004096	2374.51	2510.78	2471.18	2929.08	3473.93	4324.44	5107.37	2525.98	2334.55
ENSMUSG00000009828	59.2	38.87	107.23	115.28	141.93	82.32	113.68	84.61	80.16
ENSMUSG00000086368	0.93	1.55	0.69	10.19	3.86	18.13	0	14.64	0
ENSMUSG00000086360	11.1	10.88	11.07	6.27	5.79	16.62	4.66	11.39	3.56
ENSMUSG00000065934	0	0.78	0.69	4.71	3.86	0	7.45	0	0.89
ENSMUSG00000099034	12.03	20.21	16.6	10.19	24.14	98.18	27.95	17.08	43.64
ENSMUSG00000030522	434.76	230.87	401.25	348.98	150.62	224.3	44.73	211.52	364.3
ENSMUSG00000030523	0.93	0	0	6.27	0	0	0.93	17.08	0
ENSMUSG00000030521	1081.34	1006.64	967.16	1048.51	654.62	857.94	635.51	561.33	529.08
ENSMUSG00000030528	625.31	425.2	415.09	161.55	125.52	145.76	66.16	133.42	220.9
ENSMUSG00000096020	939.81	272.07	174.34	84.7	151.59	274.15	45.66	80.54	8.91
ENSMUSG00000070704	0	0	0	0	0	111.02	0	0	0
ENSMUSG00000070705	84.18	115.04	97.55	133.32	87.86	141.98	205	154.57	146.97
ENSMUSG00000070709	33.3	41.98	43.58	25.88	28.97	57.4	41	130.16	109.56
ENSMUSG00000091243	14.8	21.77	8.99	9.41	22.21	58.15	12.11	18.71	57.9
ENSMUSG00000098434	16.65	1.55	0.69	0	0	0	5.59	6.51	22.27
ENSMUSG00000004540	0	0	0	0.78	0	0	38.21	0	0
ENSMUSG00000098439	22.2	9.33	11.07	0.78	0.97	0	0	10.58	32.07
ENSMUSG00000004568	151.7	155.47	206.85	517.59	566.76	396.5	407.21	442.56	289.48
ENSMUSG00000004565	769.61	725.25	973.39	694.04	645.93	327.77	776.22	903.01	810.55
ENSMUSG00000095600	5.55	4.66	6.92	3.92	6.76	15.86	8.39	4.07	2.67
ENSMUSG00000095609	0.93	8.55	1.38	205.47	406.48	299.83	46.59	44.74	57.01
ENSMUSG00000098383	0	0	0	3.14	10.62	0	0	3.25	0
ENSMUSG00000004562	726.14	776.55	708.42	2178.58	2501.66	1147.95	8528.12	8378.45	9411.23
ENSMUSG00000084433	0	0.78	0.69	8.63	0	0	0	1.63	12.47
ENSMUSG00000047976	0	6.22	22.83	0	0	0	0	0	0
ENSMUSG00000022889	643.81	825.52	677.98	759.91	971.31	1293.71	825.6	683.36	672.49
ENSMUSG00000038417	1344.04	1028.41	1430.68	792.07	496.28	369.31	506.92	595.5	735.73
ENSMUSG00000034317	1334.79	818.53	1342.82	865	300.28	620.8	232.03	701.26	420.41
ENSMUSG00000034311	882.46	684.05	743.01	528.57	202.76	367.04	149.09	257.07	139.84
ENSMUSG00000034310	0	0	0	0	0	0	0	14.64	0
ENSMUSG00000034312	887.09	766.45	740.25	529.35	543.59	437.28	739.87	667.9	640.42
ENSMUSG00000038412	394.06	486.61	408.17	716.78	1045.66	1357.9	934.63	413.27	339.36
ENSMUSG00000078787	4.63	0.78	8.99	2.35	15.45	6.04	1.86	6.51	13.36
ENSMUSG00000046593	0	0	0	0	0	18.13	0	0	0
ENSMUSG00000046591	583.68	484.28	508.49	335.65	154.48	197.87	84.8	132.6	101.54
ENSMUSG00000022150	171.13	109.6	145.97	90.19	147.72	98.18	22.36	26.03	68.58
ENSMUSG00000046598	98.05	145.36	100.31	272.13	100.41	256.02	682.1	331.1	269.88
ENSMUSG00000097374	5.55	0	0	0	0	0	0	6.51	0
ENSMUSG00000086539	0.93	0	0	2.35	0	0	0	0	0
ENSMUSG00000037697	1574.37	1619.18	1591.88	2934.57	3035.59	1945.47	1692.21	4427.18	5189.27
ENSMUSG00000069236	1.85	3.11	4.84	0.78	0.97	7.55	9.32	3.25	1.78
ENSMUSG00000069237	83.25	108.05	81.63	88.62	94.62	129.9	129.52	69.96	108.67
ENSMUSG00000025479	0	0	0	0	0	194.09	0	0	0
ENSMUSG00000097370	0	0	0	0	0	0	0	0	5.34
ENSMUSG00000097372	0	0	0	1.57	0.97	0.76	5.59	4.07	0.89
ENSMUSG00000037692	45.33	74.62	69.18	32.94	23.17	29.45	51.25	58.57	48.1
ENSMUSG00000066357	905.59	935.13	1054.33	1319.85	1303.45	494.68	2527.13	3915.48	3189.63
ENSMUSG00000046620	4.63	3.89	2.77	4.71	4.83	7.55	5.59	4.07	0
ENSMUSG00000079242	11.1	17.88	28.36	21.96	20.28	7.55	23.3	43.93	3.56
ENSMUSG00000047048	0	0	0	0	0	0	0	0	0
ENSMUSG00000079244	0	0	0	0	27.03	24.92	0	1.63	13.36
ENSMUSG00000044991	75.85	148.47	76.79	112.93	146.76	202.4	232.96	181.42	164.78
ENSMUSG00000082877	0.93	1.55	1.38	1.57	2.9	0.76	1.86	0.81	0
ENSMUSG00000035048	317.28	496.71	454.53	607.77	964.55	1351.1	1417.31	650	501.47
ENSMUSG00000035049	1143.32	907.92	862.7	444.66	441.24	227.32	178.91	370.97	134.5
ENSMUSG00000082878	0	7.77	4.84	2.35	3.86	9.06	6.52	4.88	2.67
ENSMUSG00000047040	40.7	45.09	17.3	36.86	59.86	20.39	0	4.88	0
ENSMUSG00000002658	2049.83	2478.91	2361.18	2427.96	2264.14	1783.85	2830.9	1956.52	1833.97
ENSMUSG00000072612	335.78	429.86	403.33	347.41	300.28	123.1	222.71	357.95	245.84
ENSMUSG00000041012	112.85	153.13	188.87	43.13	41.52	49.09	389.51	95.18	169.23
ENSMUSG00000044667	3.7	13.99	9.69	64.31	35.72	18.13	588.92	379.1	333.13
ENSMUSG00000044664	0	4.66	10.38	0	0	0	0	0.81	0
ENSMUSG00000010554	895.41	956.89	808.04	606.99	484.69	745.41	386.71	567.84	578.96
ENSMUSG00000030611	282.13	466.4	339.68	433.68	535.86	740.12	499.46	272.53	247.62
ENSMUSG00000072618	0	6.22	6.92	11.76	0	0	0	0	0
ENSMUSG00000088252	20.35	35.76	24.91	6.27	4.83	21.9	2.8	4.88	5.34
ENSMUSG00000003573	53.65	57.52	41.51	78.42	117.79	40.03	83.86	130.98	85.51
ENSMUSG00000001300	56.43	31.09	10.38	360.74	670.07	428.97	50.32	464.52	639.53
ENSMUSG00000001305	620.68	761.01	637.86	600.72	568.69	783.17	348.5	240.8	238.71
ENSMUSG00000010080	2.78	6.22	11.07	7.06	5.79	0	0	6.51	0
ENSMUSG00000024065	59.2	60.63	16.6	119.2	13.52	120.08	332.66	358.76	238.71
ENSMUSG00000058101	0	0.78	8.99	0.78	8.69	7.55	13.05	8.95	21.38
ENSMUSG00000022843	104.53	93.28	141.13	36.07	56	22.66	42.86	96	122.03
ENSMUSG00000050751	0	0	0	0	0.97	0	2.8	0	0.89
ENSMUSG00000030717	58.28	51.3	60.88	334.86	383.31	559.62	195.68	161.08	183.49
ENSMUSG00000087898	0	0	3.46	2.35	0	5.29	0	17.9	4.45
ENSMUSG00000108234	121.18	95.61	78.87	70.58	112.97	48.33	0.93	18.71	27.61
ENSMUSG00000029551	135.98	125.15	136.98	233.7	296.41	343.63	367.14	195.25	162.11
ENSMUSG00000115431	9.25	6.22	11.76	13.33	25.1	27.19	44.73	22.78	17.81
ENSMUSG00000075419	125.8	190.45	182.64	189	489.52	304.36	190.09	268.46	241.38
ENSMUSG00000063808	277.5	251.85	321	316.83	161.24	76.28	409.07	274.16	255.63
ENSMUSG00000003235	2129.38	1719.45	1616.78	1997.42	1195.31	1420.59	1412.66	1989.87	1392.18
ENSMUSG00000075415	10280.6	10535.93	10258.98	5508.4	4630.62	3389.47	17258.44	15533.37	14737.67
ENSMUSG00000041907	5.55	3.89	0	9.41	19.31	1.51	10.25	17.08	8.91
ENSMUSG00000090176	5.55	4.66	5.53	0	0	0	0	0	0
ENSMUSG00000090174	21.28	29.54	23.52	27.45	14.48	60.42	33.55	39.86	24.94
ENSMUSG00000090173	115.63	155.47	145.28	42.35	19.31	50.6	359.69	146.43	115.79
ENSMUSG00000090171	0	6.22	0.69	0	0	0	0	4.88	0
ENSMUSG00000061607	359.83	204.44	262.2	189	222.07	207.69	122.07	178.97	138.95
ENSMUSG00000097759	2.78	0.78	1.38	1.57	0.97	0	0	4.88	0
ENSMUSG00000075410	0	3.11	2.08	26.66	21.24	8.31	0	12.2	2.67
ENSMUSG00000115388	2.78	2.33	4.84	12.55	0	16.62	16.77	0	1.78
ENSMUSG00000115389	0	0	0	0	0	17.37	0	0	0
ENSMUSG00000115380	1.85	3.11	6.92	1.57	0.97	1.51	0	0.81	2.67
ENSMUSG00000115383	2.78	3.11	0.69	0.78	0.97	3.02	0.93	0	0
ENSMUSG00000115384	0	0	0.69	0	3.86	0.76	0	0.81	0
ENSMUSG00000115387	0	0.78	0	0	0	1.51	0.93	0	0
ENSMUSG00000063802	1361.62	1702.35	1371.88	977.14	1195.31	1386.6	842.38	648.38	554.91
ENSMUSG00000064856	8.33	3.11	8.99	3.14	8.69	3.78	3.73	5.69	2.67
ENSMUSG00000116995	63.83	61.41	59.5	75.29	124.55	74.01	41	59.39	90.85
ENSMUSG00000067351	0	0.78	0	0	0	1.51	3.73	0.81	0.89
ENSMUSG00000006589	902.81	1064.16	817.73	712.08	853.52	1210.63	885.24	453.94	394.58
ENSMUSG00000063506	589.23	695.71	636.47	806.97	1114.21	389.7	3034.04	3712.1	3385.58
ENSMUSG00000029816	135.98	76.96	78.87	494.06	248.14	148.78	41	109.83	205.75
ENSMUSG00000094212	0	0.78	2.77	2.35	4.83	0.76	2.8	1.63	2.67
ENSMUSG00000006585	419.03	589.22	477.36	835.2	544.55	490.14	438.89	440.11	455.15
ENSMUSG00000056366	2.78	4.66	1.38	8.63	2.9	2.27	0	2.44	0
ENSMUSG00000056367	1.85	16.32	0	32.94	0.97	37.01	0	31.73	3.56
ENSMUSG00000083911	3.7	8.55	4.15	6.27	8.69	6.8	6.52	5.69	1.78
ENSMUSG00000083910	0.93	1.55	0	1.57	0.97	3.02	2.8	2.44	0
ENSMUSG00000083912	1.85	0	3.46	3.92	6.76	6.04	2.8	4.07	0
ENSMUSG00000083914	6.48	10.11	2.77	3.92	18.34	16.62	7.45	4.07	5.34
ENSMUSG00000047502	0	0	0	0.78	6.76	0	0	0.81	0
ENSMUSG00000047501	0.93	13.21	8.3	0	0	0	0	0	0
ENSMUSG00000106282	33.3	31.09	17.99	14.12	25.1	0	44.73	11.39	3.56
ENSMUSG00000023235	109.15	92.5	129.37	71.36	44.41	109.51	80.14	141.55	193.28
ENSMUSG00000004043	2860.14	2158.65	2361.18	2455.41	2596.28	1216.67	3904.37	6100.6	5933.01
ENSMUSG00000038866	1443.02	1236.73	1223.14	351.33	413.24	301.34	212.46	366.08	345.6
ENSMUSG00000038861	399.61	256.52	305.78	235.27	212.41	158.6	138.84	296.94	325.11
ENSMUSG00000038860	63.83	108.83	87.17	7.84	0	12.84	1.86	13.83	44.54
ENSMUSG00000051730	521.71	488.16	338.3	368.59	493.38	539.99	280.48	306.7	156.76
ENSMUSG00000110266	3.7	3.11	0	15.68	0	0	0	0	0
ENSMUSG00000018347	1216.39	904.81	895.91	686.2	824.55	646.48	697.94	582.48	642.2
ENSMUSG00000018340	22413.07	24013.28	22381.73	10365.89	7110.07	5905.89	3334.09	3590.88	3592.23
ENSMUSG00000018341	11.1	13.21	10.38	137.24	238.48	108.75	29.82	62.64	36.52
ENSMUSG00000065191	0	0	1.38	2.35	3.86	0	0	6.51	0
ENSMUSG00000109956	0	0	15.91	4.71	1.93	1.51	35.41	0	0
ENSMUSG00000107881	4.63	2.33	6.92	3.14	11.59	0.76	1.86	3.25	0
ENSMUSG00000107883	0	0	0	0	0	0	0	0	0
ENSMUSG00000107884	1.85	0	8.3	0	0.97	0	0	4.07	0
ENSMUSG00000054662	1.85	5.44	7.61	0	0	0	0	0	0.89
ENSMUSG00000106427	17.58	42.75	53.96	18.04	56	12.08	1.86	10.58	22.27
ENSMUSG00000063694	1353.29	1489.36	1533.76	1441.41	1558.35	2689.37	1465.77	724.85	747.3
ENSMUSG00000063273	2124.76	1836.83	2298.22	1161.44	940.41	874.56	619.67	897.31	1046.58
ENSMUSG00000101049	1.85	2.33	3.46	0.78	8.69	1.51	2.8	1.63	3.56
ENSMUSG00000052997	3064.57	2846.58	2916.02	2353.46	1517.79	1845.78	1572.93	2190	2252.6
ENSMUSG00000054594	0	3.11	0	0	0	0	1.86	0	0
ENSMUSG00000054598	17.58	24.1	17.99	33.72	49.24	42.29	2.8	63.45	52.55
ENSMUSG00000110844	0	3.89	0	6.27	0	0	0	3.25	3.56
ENSMUSG00000110845	0	0	4.84	0	0	0	0.93	0	0
ENSMUSG00000110847	1.85	0	0.69	3.14	2.9	0.76	1.86	0.81	0
ENSMUSG00000110840	1.85	3.11	2.08	0	0.97	0.76	1.86	0	0.89
ENSMUSG00000110841	192.4	209.88	192.33	429.76	708.69	794.5	1490.93	492.99	527.3
ENSMUSG00000019854	1956.4	1645.61	2249.1	1154.38	807.17	787.7	826.53	1169.03	1044.8
ENSMUSG00000061024	878.76	886.93	722.26	596.01	693.24	712.94	317.75	615.84	505.92
ENSMUSG00000031591	8744.15	7510.56	8963.9	4161.1	4166.21	4139.41	3980.78	5025.93	6055.04
ENSMUSG00000061028	1088.74	1249.95	1474.96	1119.09	915.31	696.32	879.65	955.07	988.69
ENSMUSG00000021973	2458.69	2245.71	2411.68	2408.36	1672.28	1837.47	3209.23	2814.78	2483.3
ENSMUSG00000021972	440.31	449.3	487.73	286.24	197.93	277.17	174.25	287.17	293.93
ENSMUSG00000021975	845.46	1003.53	978.92	792.07	650.76	359.49	506.92	567.84	812.33
ENSMUSG00000093885	1.85	2.33	6.23	7.06	11.59	21.15	10.25	4.07	3.56
ENSMUSG00000116145	0	0	6.23	0	0	0	0	0.81	0
ENSMUSG00000019850	45731.73	31747.71	46389.23	12767.19	10287.59	5988.21	5518.3	25145.94	23774.8
ENSMUSG00000071014	281.2	303.16	273.27	445.44	437.38	913.07	454.73	207.45	203.08
ENSMUSG00000100141	0	0	0	4.71	2.9	12.08	0.93	10.58	43.64
ENSMUSG00000019124	8.33	6.22	4.15	2.35	4.83	4.53	4.66	8.95	10.69
ENSMUSG00000019122	103.6	62.96	47.04	1423.37	3851.45	2830.6	324.28	357.14	381.22
ENSMUSG00000033276	3.7	4.66	0	4.71	0.97	26.43	13.05	4.88	2.67
ENSMUSG00000113999	0.93	3.11	2.08	3.92	5.79	7.55	5.59	4.07	4.45
ENSMUSG00000108772	36.08	36.53	35.28	43.92	51.17	108.75	87.59	34.98	46.32
ENSMUSG00000108777	3.7	0	2.77	1.57	0	0	0.93	7.32	0
ENSMUSG00000097086	0.93	0	2.08	0.78	2.9	0.76	0.93	0.81	0.89
ENSMUSG00000049241	8.33	0	0	0	0.97	0	0	0	0
ENSMUSG00000049246	1.85	0.78	1.38	3.92	0	6.04	1.86	3.25	7.13
ENSMUSG00000037190	448.63	489.72	476.66	738.74	699.03	1095.08	1088.38	490.55	464.06
ENSMUSG00000097085	12.03	10.11	0.69	0	0	2.27	0	0.81	0
ENSMUSG00000037197	2819.44	2893.22	2688.41	2997.31	3110.9	2956.72	6078.33	3989.51	3512.07
ENSMUSG00000037343	620.68	579.89	987.92	622.67	270.34	425.95	423.05	753.32	971.76
ENSMUSG00000092268	6.48	7.77	0.69	12.55	19.31	0	15.84	13.83	31.17
ENSMUSG00000036572	326.53	401.88	355.59	425.83	399.72	829.24	1068.81	645.94	465.84
ENSMUSG00000036570	12.03	12.44	15.22	0.78	0.97	24.17	3.73	1.63	0.89
ENSMUSG00000091655	3.7	2.33	4.84	1.57	9.66	11.33	7.45	2.44	2.67
ENSMUSG00000091650	12.03	0	11.07	3.14	5.79	6.04	0.93	2.44	9.8
ENSMUSG00000018830	34.23	228.53	161.19	1.57	0.97	0.76	0.93	1.63	1.78
ENSMUSG00000105249	1.85	0.78	0	0.78	0	0.76	10.25	2.44	0
ENSMUSG00000116858	36.08	32.65	53.96	37.64	36.69	40.78	50.32	39.86	48.1
ENSMUSG00000105243	5.55	2.33	2.08	0.78	2.9	4.53	3.73	0.81	0
ENSMUSG00000038085	62.9	72.29	65.72	224.29	166.07	128.39	217.12	304.26	255.63
ENSMUSG00000105245	0	0	0	3.92	13.52	8.31	13.05	13.02	6.23
ENSMUSG00000097767	0	0	0	3.92	29.93	0	0	0.81	0
ENSMUSG00000037225	27.75	27.21	20.75	14.9	4.83	8.31	12.11	32.54	7.13
ENSMUSG00000037221	871.36	1134.9	871.69	720.7	1086.21	1234.04	546.05	562.14	521.96
ENSMUSG00000097761	0	0	0	2.35	0	0	0	7.32	0
ENSMUSG00000097760	10.18	3.89	0.69	0.78	0.97	0	0	9.76	0
ENSMUSG00000097769	55.5	66.85	86.48	69.01	135.17	163.88	62.43	28.47	90.85
ENSMUSG00000097768	22.2	3.89	1.38	3.92	0.97	12.08	8.39	4.88	0
ENSMUSG00000073529	43.48	44.31	26.98	22.74	47.31	32.47	2.8	26.03	21.38
ENSMUSG00000027981	636.41	345.13	399.18	464.26	321.52	561.89	479.89	429.54	467.62
ENSMUSG00000027983	0.93	8.55	4.15	3.14	8.69	28.7	0	5.69	5.34
ENSMUSG00000027984	158.18	327.26	265.66	471.32	263.59	588.32	1084.65	248.12	202.19
ENSMUSG00000027985	12.95	9.33	15.91	142.73	294.48	228.08	704.46	580.04	472.97
ENSMUSG00000076548	172.05	26.43	2.77	291.73	29.93	57.4	0.93	26.85	5.34
ENSMUSG00000076549	1024.91	223.87	2521.68	1326.91	232.69	3093.42	18.64	7.32	32.96
ENSMUSG00000096979	1.85	2.33	1.38	3.14	0.97	2.27	4.66	9.76	3.56
ENSMUSG00000076540	409.78	9.33	350.75	42.35	484.69	2741.48	6.52	122.84	225.35
ENSMUSG00000076541	0	3.11	285.03	5.49	50.21	208.44	0	1.63	0.89
ENSMUSG00000076547	150.78	473.39	5.53	9.41	145.79	706.89	7.45	30.1	114.01
ENSMUSG00000076545	1982.3	776.55	2529.98	195.27	714.48	3535.23	451.94	204.19	17.81
ENSMUSG00000087239	0	2.33	0.69	0	3.86	0.76	3.73	1.63	0.89
ENSMUSG00000019464	12.95	13.99	16.6	24.31	6.76	6.04	3.73	16.27	11.58
ENSMUSG00000024050	671.56	838.74	792.82	551.31	280.97	265.09	296.32	373.41	350.94
ENSMUSG00000047953	0	3.89	0	3.92	0	37.01	0	0	9.8
ENSMUSG00000106239	22.2	8.55	8.99	11.76	23.17	17.37	16.77	19.52	15.14
ENSMUSG00000070877	3.7	5.44	0	2.35	8.69	7.55	16.77	15.46	23.16
ENSMUSG00000070871	145.23	144.58	220	129.4	95.59	240.16	141.64	217.21	157.66
ENSMUSG00000070873	61.05	66.85	60.19	145.87	224	234.88	0.93	169.21	179.92
ENSMUSG00000092300	0	0	6.92	17.25	17.38	14.35	0	0	32.96
ENSMUSG00000092301	0	0	0	1.57	0	0.76	23.3	0	0
ENSMUSG00000092306	0	0	0	0	0	0	20.5	13.83	14.25
ENSMUSG00000039684	34.23	27.98	23.52	25.1	16.41	14.35	41.93	33.35	41.86
ENSMUSG00000048191	9.25	15.55	255.97	6.27	9.66	9.82	11.18	3.25	0.89
ENSMUSG00000039686	507.83	641.3	558.3	518.37	510.76	282.46	546.98	715.9	627.06
ENSMUSG00000039680	181.3	177.23	169.5	385.05	669.1	598.9	1491.86	538.55	572.73
ENSMUSG00000039682	826.96	984.88	882.76	676	743.45	1033.15	888.03	483.23	572.73
ENSMUSG00000031109	423.66	398.77	415.09	1014.79	860.28	728.8	1367	2244.5	2665.89
ENSMUSG00000090230	68.45	102.61	71.26	49.41	52.14	39.27	1.86	44.74	43.64
ENSMUSG00000090231	0	2.33	4.84	20.39	12.55	7.55	3.73	39.05	19.6
ENSMUSG00000090232	4.63	17.1	15.22	7.84	4.83	4.53	0	30.91	4.45
ENSMUSG00000031103	2797.24	2638.26	2814.32	1490.03	1516.83	834.53	1668.91	2611.4	3387.37
ENSMUSG00000031101	2748.21	3342.52	3033.63	3447.45	2568.28	2023.26	1700.59	2398.26	2117.22
ENSMUSG00000031107	197.95	140.7	213.77	236.84	194.07	344.38	261.84	191.99	144.29
ENSMUSG00000068922	496.73	415.87	422.01	417.99	318.62	276.41	533.94	615.84	372.32
ENSMUSG00000031105	79.55	104.16	178.49	138.02	153.52	231.1	136.05	168.4	130.93
ENSMUSG00000031104	1.85	6.22	0	3.14	0	9.82	1.86	6.51	8.02
ENSMUSG00000111673	0	3.89	5.53	4.71	6.76	0	0	2.44	2.67
ENSMUSG00000011589	1.85	0.78	0.69	3.92	0.97	1.51	0.93	12.2	11.58
ENSMUSG00000073062	131.35	114.27	97.55	127.04	75.31	80.05	120.21	128.54	264.54
ENSMUSG00000034551	0	5.44	0	0.78	0	0	0	6.51	0
ENSMUSG00000034557	26.83	53.64	8.3	61.95	112.97	87.61	19.57	39.05	89.96
ENSMUSG00000039356	479.16	438.41	461.44	585.82	495.31	654.78	520.89	332.73	218.22
ENSMUSG00000043671	331.15	199.77	225.53	78.42	40.55	55.89	122.07	117.15	196.85
