ID	LP_r1	LP_r2	LP_r3	ML_r1	ML_r2	ML_r3	MLN_r1	MLN_r2	MLN_r3
ENSMUSG00000026790	2448.51	1553.88	2305.14	1940.96	748.28	885.88	879.65	1821.47	1534.69
ENSMUSG00000026791	389.43	436.08	467.67	314.47	262.62	352.69	508.78	414.08	489
ENSMUSG00000040479	3167.25	3218.15	2787.34	1804.5	1379.72	996.15	1160.13	1325.23	1486.59
ENSMUSG00000040472	994.39	1361.1	1214.83	1232.02	1477.24	917.6	1101.42	1329.29	1254.12
ENSMUSG00000040471	0	8.55	10.38	0	0	19.64	22.36	0	0
ENSMUSG00000082480	0.93	1.55	1.38	2.35	0.97	4.53	1.86	4.07	0
ENSMUSG00000082481	6.48	7	8.3	3.92	2.9	3.02	1.86	1.63	0.89
ENSMUSG00000082484	0	0	0	0	1.93	1.51	0	0	0
ENSMUSG00000082487	2.78	0.78	0	0.78	3.86	6.8	0	3.25	0.89
ENSMUSG00000022858	6713.75	5153.7	5951.03	3699.19	3791.59	4873.49	3027.52	3656.78	3788.19
ENSMUSG00000021704	20.35	33.43	90.63	21.17	88.83	78.54	43.8	48	98.87
ENSMUSG00000000983	1.85	0.78	3.46	2.35	2.9	1.51	0.93	0	0
ENSMUSG00000000982	1760.3	2051.37	1839.55	2392.67	3291.45	2189.41	69.89	280.66	228.91
ENSMUSG00000026421	11347.14	10394.46	8707.93	7702.66	11558.21	8492.55	22274.49	16310.29	18773.47
ENSMUSG00000026424	4.63	12.44	12.45	0	0	0	7.45	0	0
ENSMUSG00000026425	868.59	704.26	899.36	959.89	820.69	566.42	1175.97	1269.91	1524
ENSMUSG00000026426	1706.65	1653.38	1877.6	1426.51	2542.21	1572.39	2420.9	2080.99	2122.56
ENSMUSG00000026427	995.31	998.09	928.42	1332.4	751.17	894.95	1203.93	932.3	744.63
ENSMUSG00000026429	392.21	425.2	460.75	518.37	282.9	853.41	253.46	215.58	124.7
ENSMUSG00000085596	0.93	0	5.53	7.84	0	9.06	0	0	3.56
ENSMUSG00000085591	0	0	0	0	0	0	0	0	0
ENSMUSG00000094634	0.93	0	0	0	0	0	1.86	5.69	0
ENSMUSG00000014503	170.2	136.03	172.26	120.77	142.9	119.33	137.91	215.58	182.6
ENSMUSG00000020664	2890.67	2328.1	2442.12	2427.18	1957.1	1767.99	1781.66	2323.42	2373.74
ENSMUSG00000089453	4.63	4.66	0	1.57	0	0	0	12.2	5.34
ENSMUSG00000089450	0.93	0.78	0	2.35	6.76	0.76	0	0.81	0
ENSMUSG00000081684	2.78	6.22	2.08	2.35	0.97	6.04	7.45	0	1.78
ENSMUSG00000081683	0	0	0	0	22.21	0	0	7.32	5.34
ENSMUSG00000003752	661.38	609.43	621.25	261.93	130.34	142.74	155.62	307.51	266.32
ENSMUSG00000020660	38.85	27.21	34.59	51.76	56	47.58	53.11	25.22	22.27
ENSMUSG00000063383	14.8	0	20.75	0.78	0	43.8	4.66	5.69	7.13
ENSMUSG00000022369	490.26	425.98	573.52	314.47	301.24	196.36	121.14	356.32	314.42
ENSMUSG00000098043	11.1	0.78	1.38	12.55	15.45	7.55	6.52	10.58	8.91
ENSMUSG00000098041	0	5.44	1.38	0	15.45	1.51	0	4.88	0
ENSMUSG00000098048	3.7	2.33	2.77	2.35	0	2.27	7.45	0	0.89
ENSMUSG00000042203	378.33	331.14	390.88	163.12	164.14	156.33	216.18	187.92	230.69
ENSMUSG00000020668	92.5	139.92	170.19	103.52	66.62	71.75	192.89	201.75	273.45
ENSMUSG00000020669	5.55	38.87	14.53	43.92	22.21	25.68	25.16	16.27	43.64
ENSMUSG00000077505	5.55	5.44	0.69	3.14	0	0	0.93	1.63	6.23
ENSMUSG00000045868	83.25	65.3	100.31	20.39	31.86	27.19	14.91	19.52	20.49
ENSMUSG00000006134	1285.77	1444.28	1097.22	1107.33	1084.28	1055.81	1042.72	1329.29	1396.63
ENSMUSG00000110537	51.8	42.75	33.9	124.69	49.24	93.65	10.25	78.1	66.8
ENSMUSG00000014349	2087.75	2130.66	2230.42	1439.05	1649.1	1397.93	4943.36	2779.8	2670.35
ENSMUSG00000064262	56.43	18.66	15.22	285.46	138.07	177.48	221.78	305.07	352.72
ENSMUSG00000053957	0	7	4.15	1.57	3.86	2.27	0.93	3.25	0.89
ENSMUSG00000064264	5.55	20.99	24.91	30.58	54.07	67.97	78.27	26.03	8.91
ENSMUSG00000064267	645.66	767.22	790.06	1329.26	1117.1	863.23	1065.08	2076.11	1828.63
ENSMUSG00000107178	0	0	0	1.57	11.59	2.27	0	17.9	16.03
ENSMUSG00000107171	3.7	28.76	10.38	3.14	0.97	10.57	0.93	18.71	16.03
ENSMUSG00000107176	148.93	158.58	118.3	132.53	211.45	346.65	215.25	96	115.79
ENSMUSG00000087943	5.55	7.77	4.84	3.14	0.97	5.29	9.32	0.81	1.78
ENSMUSG00000099719	0.93	10.88	2.77	10.98	2.9	0.76	0	1.63	2.67
ENSMUSG00000114809	0.93	3.11	4.84	3.14	2.9	2.27	1.86	3.25	3.56
ENSMUSG00000021468	896.34	829.41	990.68	772.46	597.66	710.67	624.33	870.47	1058.16
ENSMUSG00000113335	36.08	24.87	20.75	41.56	56.97	43.8	57.77	64.27	43.64
ENSMUSG00000015437	246.05	329.59	168.8	243.89	198.9	317.95	968.17	694.75	563.82
ENSMUSG00000078853	549.46	763.34	578.36	517.59	550.34	610.23	727.76	551.57	577.18
ENSMUSG00000078851	238.65	128.26	143.9	519.16	496.28	382.9	531.14	431.17	645.76
ENSMUSG00000101439	12.95	5.44	4.84	6.27	5.79	2.27	2.8	13.83	27.61
ENSMUSG00000101438	0	0	0.69	0	0	0	2.8	3.25	0
ENSMUSG00000101437	2.78	2.33	0	0.78	0	0	0	0	0
ENSMUSG00000017493	231.25	444.63	261.51	268.21	766.62	484.1	1553.36	686.61	632.4
ENSMUSG00000101431	13.88	7	3.46	21.17	11.59	28.7	15.84	6.51	13.36
ENSMUSG00000079105	12.03	35.76	41.51	0	0	0	0	0	0
ENSMUSG00000079104	1006.41	918.03	861.31	598.36	431.59	408.58	266.5	595.5	604.79
ENSMUSG00000079101	0.93	1.55	3.46	0.78	0	3.02	3.73	0.81	1.78
ENSMUSG00000079109	265.48	307.05	282.95	308.2	191.17	149.54	145.37	357.95	140.73
ENSMUSG00000079108	287.68	244.08	266.35	325.45	234.62	222.79	224.57	379.1	339.36
ENSMUSG00000093545	1.85	1.55	2.08	3.92	4.83	2.27	3.73	0	0.89
ENSMUSG00000093548	9.25	7	9.69	18.82	13.52	15.86	80.14	23.59	14.25
ENSMUSG00000097650	0.93	11.66	23.52	8.63	19.31	1.51	1.86	0.81	0
ENSMUSG00000097657	8.33	1.55	4.84	3.92	2.9	1.51	2.8	1.63	5.34
ENSMUSG00000097658	0.93	13.99	9.69	0.78	0	0	0	0	1.78
ENSMUSG00000010142	2113.66	1958.87	2422.75	3300.02	1500.41	2196.96	412.8	712.64	436.45
ENSMUSG00000112068	0	0.78	0	2.35	0	2.27	3.73	0.81	1.78
ENSMUSG00000112063	2.78	3.89	4.15	16.47	9.66	48.33	10.25	6.51	5.34
ENSMUSG00000108258	0	0	0	4.71	0	1.51	0	2.44	0
ENSMUSG00000110516	6.48	0	2.08	4.71	1.93	5.29	11.18	9.76	0
ENSMUSG00000110514	0.93	6.22	5.53	7.84	5.79	9.82	11.18	5.69	4.45
ENSMUSG00000115598	2.78	1.55	4.15	2.35	0	5.29	0.93	0.81	2.67
ENSMUSG00000115595	0.93	0.78	0.69	0	3.86	3.02	0	0.81	0.89
ENSMUSG00000115597	4.63	0	14.53	0	0	0	0	2.44	0
ENSMUSG00000115591	0.93	0	0	0	0	0	26.09	1.63	8.91
ENSMUSG00000032845	728.91	554.24	783.83	505.04	881.52	546.03	162.14	1868.66	2691.72
ENSMUSG00000041460	0	0.78	2.08	5.49	28	0	12.11	23.59	4.45
ENSMUSG00000055446	37	52.86	107.23	0.78	17.38	3.02	0	0	0
ENSMUSG00000090386	0.93	1.55	0	109.01	111.03	94.4	0	15.46	32.07
ENSMUSG00000075054	101.75	62.96	63.65	55.68	46.34	92.14	48.46	39.86	44.54
ENSMUSG00000073179	11.1	3.89	6.92	7.06	2.9	12.08	9.32	3.25	1.78
ENSMUSG00000075053	14.8	32.65	30.44	21.96	30.9	40.78	82.93	37.42	26.72
ENSMUSG00000107992	0	10.11	9.69	3.14	0	6.04	0.93	2.44	0
ENSMUSG00000107990	15.73	9.33	8.3	14.9	18.34	56.64	28.89	17.9	23.16
ENSMUSG00000107997	52.73	44.31	24.91	27.45	14.48	0	0	15.46	16.03
ENSMUSG00000107994	15.73	34.98	21.45	32.15	57.93	75.52	112.75	47.18	52.55
ENSMUSG00000105848	10.18	9.33	15.91	2.35	0.97	1.51	3.73	6.51	16.92
ENSMUSG00000096577	26.83	41.2	19.37	20.39	1.93	4.53	0	0	0
ENSMUSG00000105842	58.28	65.3	56.04	44.7	31.86	80.81	41	7.32	7.13
ENSMUSG00000105843	0	5.44	0	0	4.83	0	0	0	0
ENSMUSG00000105846	0	1.55	0	3.92	0	0	0	2.44	0
ENSMUSG00000040734	75.85	35.76	44.28	22.74	2.9	21.15	0	26.85	11.58
ENSMUSG00000115044	24.05	32.65	1.38	13.33	21.24	10.57	0	35.79	11.58
ENSMUSG00000040731	9765.37	9671.54	9866.03	7593.65	8550.62	7125.59	8865.44	9005.68	8676.4
ENSMUSG00000115040	0	3.89	9.69	3.14	31.86	27.19	0.93	13.02	10.69
ENSMUSG00000040738	1147.02	781.22	1027.35	967.73	584.14	249.98	726.83	1036.43	1102.7
ENSMUSG00000115049	61.98	83.17	101.01	65.09	95.59	86.85	37.27	17.9	25.83
ENSMUSG00000065637	20.35	13.21	19.37	0	4.83	5.29	0	5.69	0.89
ENSMUSG00000109124	4.63	2.33	0	10.19	5.79	5.29	0	2.44	0
ENSMUSG00000089900	7.4	3.89	2.77	5.49	0	0	0	4.88	0
ENSMUSG00000040824	405.16	542.58	458.68	852.45	840.97	1637.34	668.12	337.61	289.48
ENSMUSG00000052142	4592.69	5310.72	4970.72	2172.3	1649.1	795.26	2125.51	2177.8	1776.07
ENSMUSG00000052144	829.74	595.43	587.35	955.19	980.97	1026.36	1484.41	1565.21	1346.75
ENSMUSG00000095419	7.4	0.78	2.08	49.41	85.93	89.12	20.5	56.13	92.63
ENSMUSG00000052146	1586.4	1836.05	1403.7	1803.72	2718.9	3696.85	2824.38	1505.01	1244.32
ENSMUSG00000024402	25.9	12.44	15.22	194.49	138.07	132.17	441.69	392.93	230.69
ENSMUSG00000015396	146343.58	109237.4	111149.71	109220.61	105748.31	69253.75	73833.63	135312.16	138782.26
ENSMUSG00000056167	1322.77	1194.76	1397.47	1230.45	1002.21	873.8	1179.7	1230.04	1127.64
ENSMUSG00000025223	1699.25	1783.97	1888.67	1582.57	1942.62	1487.8	2454.44	2203.02	1826.84
ENSMUSG00000089908	0	4.66	0.69	0	0	0	6.52	0	0.89
ENSMUSG00000025221	75.85	52.86	60.19	7.06	0	21.15	0	0.81	0
ENSMUSG00000025220	4263.39	2668.57	3295.13	1893.12	1258.07	1655.46	1993.19	4173.36	3516.52
ENSMUSG00000025225	6967.2	5362.8	5750.4	10301.58	14649.8	7081.03	24755.95	21002.68	21240.74
ENSMUSG00000111746	0.93	0	0	0	12.55	0	0	0	0
ENSMUSG00000111740	24.05	59.08	23.52	64.31	56.97	64.19	46.59	52.07	96.2
ENSMUSG00000064901	0.93	9.33	7.61	0.78	1.93	0.76	0	3.25	2.67
ENSMUSG00000023977	1613.22	1152	1434.83	1544.92	1252.28	879.84	1334.38	2048.45	2160.86
ENSMUSG00000023971	778.86	944.46	823.96	1117.52	1434.76	1416.05	2331.44	1428.54	1427.81
ENSMUSG00000023973	5196.72	5178.57	4958.27	3977.59	4924.14	3175.74	7932.68	5863.05	5890.26
ENSMUSG00000023972	18.5	38.87	38.05	10.19	27.03	32.47	9.32	17.08	53.44
ENSMUSG00000023979	4.63	8.55	5.53	6.27	16.41	18.13	0	8.95	9.8
ENSMUSG00000024767	1524.42	2071.58	1620.93	1722.16	1890.48	2095.01	2162.78	1479.79	1506.19
ENSMUSG00000039148	2285.71	2395.73	2146.71	2649.11	2824.14	1342.8	3901.58	3134.5	2802.17
ENSMUSG00000062995	6.48	11.66	28.36	43.92	0.97	74.77	9.32	13.02	9.8
ENSMUSG00000062997	2097.01	2443.93	2029.8	2802.82	3809.93	5310.77	3984.51	1809.27	1507.97
ENSMUSG00000062991	5.55	9.33	13.84	51.76	109.1	111.77	6.52	36.61	43.64
ENSMUSG00000014426	652.13	590.77	659.3	467.4	647.86	285.48	150.96	309.95	624.39
ENSMUSG00000018623	0	7.77	53.27	192.14	366.9	183.52	186.37	219.65	198.63
ENSMUSG00000091165	0.93	1.55	0.69	0.78	0.97	6.8	0.93	1.63	1.78
ENSMUSG00000018620	7.4	0	2.77	21.96	37.66	25.68	13.05	95.18	89.96
ENSMUSG00000113341	0	2.33	7.61	0	0	0.76	0	6.51	0.89
ENSMUSG00000102869	1726.07	1313.69	1608.48	1098.7	886.35	811.87	1218.83	1726.29	1783.2
ENSMUSG00000102868	0	0.78	0	0	2.9	0	11.18	7.32	0
ENSMUSG00000102861	37.93	31.87	15.91	24.31	14.48	7.55	1.86	14.64	28.5
ENSMUSG00000102863	0.93	9.33	5.53	6.27	48.28	32.47	0	6.51	0
ENSMUSG00000102862	0.93	0.78	0	10.98	3.86	31.72	20.5	76.47	59.68
ENSMUSG00000060284	3.7	10.11	0.69	1.57	4.83	6.8	0	4.07	11.58
ENSMUSG00000065674	0.93	0	0	0	0	0	0	0	0
ENSMUSG00000065676	0.93	3.11	1.38	2.35	0.97	1.51	0	0	0.89
ENSMUSG00000060288	283.98	295.39	273.27	559.94	583.17	1092.06	643.9	374.22	374.99
ENSMUSG00000109428	0	3.89	4.15	4.71	0	13.59	30.75	4.88	10.69
ENSMUSG00000037742	72238.91	67032.27	48408.65	44809.84	49048.29	45804.64	81619.08	44751.8	43900.37
ENSMUSG00000103254	89.73	111.16	1418.23	126.26	836.14	384.41	56.84	71.59	44.54
ENSMUSG00000106341	32.38	29.54	55.35	10.98	3.86	3.78	0	17.08	0.89
ENSMUSG00000103192	36.08	17.1	18.68	67.44	187.31	146.51	248.8	237.55	475.64
ENSMUSG00000103191	11.1	8.55	4.84	7.06	0	9.06	0	5.69	3.56
ENSMUSG00000112806	59.2	47.42	22.14	42.35	75.31	77.79	58.71	31.73	42.75
ENSMUSG00000103199	3.7	24.87	10.38	7.84	1.93	3.78	17.7	30.91	15.14
ENSMUSG00000076908	0	0	0	0	0.97	0	0	5.69	2.67
ENSMUSG00000076902	0	3.11	0.69	0	2.9	6.04	1.86	5.69	0
ENSMUSG00000076901	0	1.55	0	0.78	0	4.53	5.59	2.44	0.89
ENSMUSG00000041431	1306.12	939.01	1220.37	1902.53	553.24	1561.06	287.94	540.99	370.53
ENSMUSG00000019978	2980.39	2278.35	2537.59	2739.3	2593.38	1942.45	2301.62	3373.67	3907.54
ENSMUSG00000019979	2216.33	1505.69	1839.55	1486.89	1121.93	1039.95	699.81	2139.56	2365.72
ENSMUSG00000019975	334.85	368.45	292.64	272.13	249.1	278.68	230.16	178.97	242.27
ENSMUSG00000019977	967.56	904.81	1059.17	1209.28	530.07	758.25	801.37	1034.8	1145.45
ENSMUSG00000019970	2012.83	2248.82	2544.51	3454.51	3800.28	3157.61	1427.57	2140.37	3211.01
ENSMUSG00000019971	209.98	220.76	242.14	243.11	209.52	261.31	151.89	165.96	284.14
ENSMUSG00000063488	74.93	75.4	69.18	62.74	15.45	40.78	109.96	122.84	91.74
ENSMUSG00000063480	1187.72	1172.99	1210.68	1032.04	1176.97	1795.18	1234.68	641.05	603.01
ENSMUSG00000103733	0.93	0.78	0.69	0	0	0.76	0	0.81	0
ENSMUSG00000070421	0	3.11	0	0	0	1.51	0	0.81	0
ENSMUSG00000070420	5.55	10.11	3.46	5.49	2.9	36.25	2.8	5.69	28.5
ENSMUSG00000070426	401.46	351.35	397.8	509.75	449.93	431.24	876.85	474.28	394.58
ENSMUSG00000103734	8.33	0	0	2.35	9.66	9.82	21.43	12.2	10.69
ENSMUSG00000064109	62.9	83.95	83.02	170.18	210.48	372.33	300.98	130.16	81.95
ENSMUSG00000103739	14.8	27.21	23.52	32.94	37.66	56.64	15.84	23.59	4.45
ENSMUSG00000063739	8.33	13.21	11.76	10.19	11.59	24.17	19.57	9.76	1.78
ENSMUSG00000099879	7.4	2.33	0.69	1.57	0	0	0	2.44	0
ENSMUSG00000107431	0	0	0	0	0	0	0	4.88	1.78
ENSMUSG00000100426	0	1.55	0	0	0	3.78	0	0	0
ENSMUSG00000107432	3.7	0.78	3.46	7.06	0	7.55	3.73	0	0
ENSMUSG00000096243	32.38	25.65	9.69	10.98	9.66	12.08	3.73	11.39	7.13
ENSMUSG00000111271	0.93	0	4.84	0	17.38	0	0	0.81	2.67
ENSMUSG00000101778	11.1	7	6.92	3.14	0	0	0	13.83	0
ENSMUSG00000033152	4.63	10.11	5.53	0.78	1.93	2.27	0	0	0
ENSMUSG00000113076	45.33	39.64	47.74	10.19	10.62	13.59	13.05	3.25	39.19
ENSMUSG00000113070	4.63	7	0	1.57	0	0	0	0.81	3.56
ENSMUSG00000113071	0	1.55	0	0.78	0.97	0	1.86	0.81	0.89
ENSMUSG00000113072	19.43	20.21	29.06	23.53	24.14	45.31	11.18	4.88	16.03
ENSMUSG00000040759	2.78	3.89	0	0	0	0	0	0	0
ENSMUSG00000113078	0	0	0	0	0	0.76	0.93	0	0.89
ENSMUSG00000116004	0	0.78	2.77	3.14	6.76	3.02	0	3.25	7.13
ENSMUSG00000054277	1001.79	687.16	772.07	1393.57	1313.1	917.6	2048.16	1549.76	1656.72
ENSMUSG00000112824	40.7	55.97	43.58	183.51	66.62	74.01	27.02	68.34	146.08
ENSMUSG00000033157	201.65	142.25	214.46	325.45	224	334.57	325.21	263.58	196.85
ENSMUSG00000019027	19.43	2.33	0.69	0.78	51.17	9.06	14.91	8.14	29.39
ENSMUSG00000010841	18.5	38.87	19.37	16.47	16.41	21.15	4.66	13.02	9.8
ENSMUSG00000033669	53.65	62.96	64.34	87.05	56.97	33.23	222.71	116.33	81.05
ENSMUSG00000026226	0	6.22	6.23	0	0	0	1.86	0	0
ENSMUSG00000026227	14.8	19.43	17.3	17.25	11.59	6.8	0	65.9	32.96
ENSMUSG00000026224	10.18	20.99	3.46	0	40.55	65.7	23.3	58.57	25.83
ENSMUSG00000026222	2537.31	2405.06	3403.06	3714.09	2652.28	3082.09	1641.89	2595.13	2844.92
ENSMUSG00000026223	7931.06	8492.33	7304.22	10639.58	14771.45	9052.18	57305.74	22218.08	21915.89
ENSMUSG00000026220	19.43	0	0	25.1	0.97	37.01	0	0.81	7.13
ENSMUSG00000026228	7.4	3.89	0	0.78	0	0	10.25	8.14	0
ENSMUSG00000026229	3661.2	3555.51	3214.88	3576.85	2436.97	2051.96	8631.55	4618.36	4335.08
ENSMUSG00000048503	0	0	1.38	0	0	1.51	8.39	0	7.13
ENSMUSG00000074439	0	0.78	20.75	0	0	0	0	0	0
ENSMUSG00000073420	0	3.89	0	0	0	0.76	0	0	0
ENSMUSG00000074437	0	2.33	49.81	0	0	0	0	0	0
ENSMUSG00000049382	407.93	309.38	814.96	11.76	2.9	9.82	65.23	52.88	8.02
ENSMUSG00000038670	0	0	0	27.45	0	13.59	0	8.14	38.3
ENSMUSG00000038671	1342.19	1319.13	1277.1	1681.38	2052.69	1605.62	5345.91	3004.33	3128.17
ENSMUSG00000038677	4.63	24.1	10.38	252.52	356.28	246.96	642.96	876.16	849.74
ENSMUSG00000074909	172.05	202.11	183.33	236.84	151.59	90.63	122.07	185.48	225.35
ENSMUSG00000003518	1020.29	730.69	782.45	719.92	892.14	784.68	393.23	578.41	620.82
ENSMUSG00000030310	0.93	0	1.38	33.72	55.03	102.71	12.11	30.91	0.89
ENSMUSG00000030313	270.1	52.86	262.89	353.69	72.41	342.12	18.64	123.66	124.7
ENSMUSG00000048442	15.73	17.88	22.14	101.17	171.86	142.74	40.07	13.83	10.69
ENSMUSG00000030315	604.03	749.35	586.66	1006.95	1670.35	1526.32	2405.99	1345.56	1275.5
ENSMUSG00000030314	1305.19	1466.82	1295.78	833.63	933.66	677.44	986.81	721.59	902.29
ENSMUSG00000030316	233.1	356.02	275.34	378	553.24	604.94	442.62	350.63	283.25
ENSMUSG00000030319	29.6	20.21	25.6	47.84	47.31	3.78	25.16	52.88	68.58
ENSMUSG00000104852	18.5	42.75	18.68	56.46	124.55	50.6	22.36	38.24	6.23
ENSMUSG00000074604	26.83	43.53	31.13	359.18	151.59	487.88	221.78	103.32	160.33
ENSMUSG00000005823	2639.06	2920.43	2764.51	3019.27	3231.59	2496.03	3391.86	2638.25	2697.96
ENSMUSG00000076281	48.1	64.52	53.27	25.1	47.31	76.28	80.14	38.24	61.46
ENSMUSG00000076284	0	0	0	3.14	2.9	6.04	9.32	4.88	1.78
ENSMUSG00000076288	1.85	3.11	0	0	5.79	0.76	5.59	0.81	0
ENSMUSG00000105107	4.63	10.88	8.3	6.27	30.9	6.04	2.8	20.34	15.14
ENSMUSG00000049657	120.25	101.05	97.55	159.98	172.83	62.68	125.8	198.5	146.08
ENSMUSG00000026914	4639.87	4147.83	4142.61	3740.75	3590.76	4257.98	7828.31	3905.72	4044.71
ENSMUSG00000026915	3697.28	3021.48	3524.13	2315.03	1265.79	1257.46	2755.42	3296.39	3711.58
ENSMUSG00000070999	0	0	0	2.35	0	0	0	0.81	0
ENSMUSG00000026917	1039.71	872.16	812.2	649.34	426.76	834.53	349.44	484.05	577.18
ENSMUSG00000035367	310.8	289.94	327.92	297.22	153.52	219.77	254.39	400.25	550.46
ENSMUSG00000035365	154.48	143.81	163.27	164.69	15.45	95.16	4.66	44.74	81.95
ENSMUSG00000035364	0.93	12.44	4.15	10.19	5.79	15.1	9.32	3.25	2.67
ENSMUSG00000070997	8.33	9.33	31.82	20.39	3.86	7.55	4.66	11.39	32.07
ENSMUSG00000026919	0	0	0	1.57	4.83	3.78	23.3	2.44	12.47
ENSMUSG00000038679	1036.94	861.28	1109.68	1803.72	2323.04	1792.91	849.83	1766.15	1934.62
ENSMUSG00000022219	1.85	7	4.15	3.14	0.97	0.76	0.93	0.81	2.67
ENSMUSG00000022218	64.75	53.64	36.67	274.48	274.21	103.47	27.95	95.18	163
ENSMUSG00000022211	8.33	1.55	4.15	176.45	202.76	128.39	218.98	113.89	56.11
ENSMUSG00000022210	728.91	967.78	737.48	1019.49	942.35	1194.77	1475.09	1089.3	1025.21
ENSMUSG00000022217	79.55	122.82	112.07	215.66	239.45	327.01	343.85	168.4	154.98
ENSMUSG00000022216	9126.18	12163.66	10293.57	10747.81	15932	12770.17	60557.83	22270.96	21796.54
ENSMUSG00000076135	12.03	10.11	7.61	9.41	13.52	27.94	38.21	11.39	6.23
ENSMUSG00000022214	2739.89	2566.74	2302.37	3403.54	3619.73	2026.28	5103.64	4661.48	4980.84
ENSMUSG00000077426	0	5.44	6.92	3.92	10.62	9.06	0	3.25	3.56
ENSMUSG00000077420	3.7	0.78	4.15	2.35	6.76	0	2.8	3.25	4.45
ENSMUSG00000008429	1984.15	1982.97	2119.73	1916.65	1864.41	1207.61	1957.78	2766.79	2818.2
ENSMUSG00000028518	0	0	22.14	1.57	0.97	32.47	0	1.63	0.89
ENSMUSG00000028519	0	7	0	0	14.48	0	0	0.81	0
ENSMUSG00000028517	197.03	153.13	145.28	18.82	23.17	56.64	11.18	21.97	62.35
ENSMUSG00000028514	739.09	817.75	746.47	573.27	417.1	564.91	651.35	573.53	541.55
ENSMUSG00000048520	1.85	0	1.38	4.71	4.83	0.76	0	4.88	9.8
ENSMUSG00000102451	12.95	15.55	24.21	3.14	24.14	0	0	10.58	0.89
ENSMUSG00000048528	0	0	0	74.5	36.69	70.24	35.41	56.13	25.83
ENSMUSG00000068823	12666.21	9219.91	11048.35	8843.71	6162.9	5070.61	10824.15	11620.34	12479.72
ENSMUSG00000042046	348.73	398.77	242.14	495.63	435.45	230.34	342.91	793.18	656.45
ENSMUSG00000004885	0	0	0	0	1.93	27.19	0	13.02	26.72
ENSMUSG00000042042	1689.07	1372.76	1613.32	774.81	401.66	550.56	332.66	694.75	745.52
ENSMUSG00000042043	674.33	891.6	798.36	943.42	1232.97	1819.35	3064.79	808.64	801.64
ENSMUSG00000045010	0	0	1.38	3.92	49.24	0.76	3.73	0	0
ENSMUSG00000034940	1246.92	1187.76	1084.77	741.88	565.79	351.94	474.3	1066.53	682.28
ENSMUSG00000034947	1697.4	1553.88	1710.87	1101.05	1149.93	993.13	1380.04	2590.25	2907.27
ENSMUSG00000034949	84.18	87.06	40.82	23.53	85.93	42.29	109.96	99.25	124.7
ENSMUSG00000114095	1.85	2.33	7.61	3.92	2.9	14.35	0	9.76	0
ENSMUSG00000114094	15.73	38.87	20.06	65.09	49.24	39.27	11.18	52.88	71.26
ENSMUSG00000044949	37.93	36.53	29.75	54.9	45.38	30.96	131.39	42.3	62.35
ENSMUSG00000044948	3639.93	3348.74	3359.47	2068.79	2455.31	792.24	1046.45	1924.79	2071.79
ENSMUSG00000112567	1.85	6.22	2.77	8.63	8.69	6.04	0.93	2.44	1.78
ENSMUSG00000034837	66.6	25.65	38.05	51.76	139.03	49.85	83.86	124.47	169.23
ENSMUSG00000114545	0	0	0	1.57	0	0.76	1.86	1.63	1.78
ENSMUSG00000114547	6.48	11.66	6.92	11.76	7.72	16.62	23.3	6.51	17.81
ENSMUSG00000114540	49.03	44.31	32.52	74.5	105.24	104.98	104.37	81.35	105.1
ENSMUSG00000074195	14.8	10.11	16.6	0	0	0	0	0	0
ENSMUSG00000074194	2.78	0.78	0.69	0	0	0	0.93	0	0.89
ENSMUSG00000111189	2.78	17.1	1.38	3.92	2.9	6.8	0.93	4.88	8.02
ENSMUSG00000050241	11.1	26.43	25.6	143.51	166.07	150.29	41.93	94.37	78.38
ENSMUSG00000056899	175.75	209.88	220	317.61	341.79	382.15	388.57	218.02	207.54
ENSMUSG00000050240	45.33	63.74	74.02	36.86	41.52	70.99	79.21	17.9	25.83
ENSMUSG00000050243	3.7	3.89	6.92	2.35	3.86	3.78	5.59	4.07	0.89
ENSMUSG00000013973	25.9	48.97	54.65	23.53	25.1	24.17	51.25	34.98	29.39
ENSMUSG00000048385	2.78	10.11	7.61	3.92	12.55	3.78	0	17.9	8.02
ENSMUSG00000000568	5583.38	5918.59	6061.72	3328.25	3474.9	3675.7	3142.13	2966.1	2670.35
ENSMUSG00000079477	11394.31	10674.29	10391.81	5609.56	6166.76	5228.45	7055.82	5543.33	5680.05
ENSMUSG00000050014	2301.43	2409.72	2136.34	836.77	892.14	685.75	5789.47	6604.98	6889.63
ENSMUSG00000050017	1746.43	1435.73	1600.87	1347.3	978.07	985.57	875.92	1290.24	1587.24
ENSMUSG00000086567	12.03	10.11	5.53	10.98	19.31	17.37	18.64	7.32	5.34
ENSMUSG00000086564	5737.86	5465.41	5595.43	211.74	295.45	95.91	17.7	82.98	84.62
ENSMUSG00000024507	6943.15	6272.28	6261.65	2209.16	2149.24	1466.65	905.74	2344.57	2518.03
ENSMUSG00000036087	1208.99	956.12	1295.78	1131.64	939.45	656.29	1014.76	1539.18	1945.31
ENSMUSG00000051768	1134.07	1160.55	810.81	1157.52	1210.76	781.66	986.81	1308.14	890.71
ENSMUSG00000026621	1.85	10.11	0	7.84	51.17	43.05	0.93	1.63	0
ENSMUSG00000027639	4845.22	5105.5	5652.16	11938.26	14019.31	10991.6	18621.71	17458.16	19793.33
ENSMUSG00000027636	91.58	73.07	136.98	249.38	243.31	338.34	993.33	274.97	211.99
